x,y,u,v,u0,v0,ZNCC,iteration,convergence,feature
30,30,-0.4208478,-4.14299965,-0.41034743,-4.13376331,0.99735826,3,0.00068865,49
32,30,-0.41938421,-4.14488506,-0.40942791,-4.13507938,0.99750829,3,0.00052821,49
34,30,-0.42081627,-4.14676189,-0.40744767,-4.13732481,0.99757981,4,0.00019529,45
36,30,-0.4195722,-4.14821148,-0.40446404,-4.14100027,0.99754077,3,0.0005553,42
38,30,-0.4227519,-4.14944744,-0.4007163,-4.14612293,0.99743617,3,0.000732,41
40,30,-0.42058834,-4.14766788,-0.40133274,-4.15556955,0.99723005,3,0.00075997,47
42,30,-0.42149347,-4.14555168,-0.40486291,-4.15213585,0.99711651,3,0.00071332,48
44,30,-0.4217402,-4.14456654,-0.40626326,-4.15523672,0.99703246,3,0.00070813,48
46,30,-0.42468902,-4.14530373,-0.40771508,-4.15741444,0.99711257,4,0.00021913,51
48,30,-0.42474535,-4.14543533,-0.41342738,-4.14713812,0.99726552,3,0.0007203,50
50,30,-0.42803165,-4.13937616,-0.41476128,-4.14834309,0.99734795,3,0.00077273,53
52,30,-0.42530391,-4.14101982,-0.41257653,-4.14845085,0.99736327,3,0.00070386,49
54,30,-0.42410299,-4.14140129,-0.41224736,-4.14952517,0.99738848,3,0.00084038,49
56,30,-0.42297807,-4.14482737,-0.4130798,-4.15020323,0.99736691,4,0.00027265,50
58,30,-0.42559114,-4.14423037,-0.42352608,-4.15186739,0.99738449,3,0.00065663,51
60,30,-0.42252651,-4.14525938,-0.41899988,-4.14950418,0.99733305,3,0.00057912,49
62,30,-0.42421648,-4.15170622,-0.41873085,-4.15356207,0.99743074,3,0.00089631,52
64,30,-0.42429766,-4.15371561,-0.41619632,-4.15218878,0.99736279,3,0.00030871,55
66,30,-0.42342469,-4.15865564,-0.41614738,-4.15301609,0.99720687,3,0.00045072,56
68,30,-0.42571747,-4.16035461,-0.42105609,-4.15102911,0.99709588,3,0.00065284,54
70,30,-0.42395183,-4.15809202,-0.42081082,-4.15779972,0.99715805,3,0.00062394,52
72,30,-0.42279544,-4.15841103,-0.42077401,-4.15907288,0.99706852,3,0.00050637,55
74,30,-0.42549866,-4.1628418,-0.42156363,-4.15872097,0.99723464,3,0.00084946,56
76,30,-0.42773283,-4.16454649,-0.42167419,-4.15953159,0.99711758,3,0.0005785,53
78,30,-0.42791879,-4.1627903,-0.42255819,-4.16102505,0.99707568,3,0.00044841,53
80,30,-0.42680681,-4.1618247,-0.4218871,-4.15788794,0.99702674,3,0.00056981,55
82,30,-0.4302671,-4.16026592,-0.42391151,-4.1559124,0.99702275,3,0.00061211,58
84,30,-0.42590949,-4.16131878,-0.42169154,-4.15856075,0.99695015,3,0.0007923,54
86,30,-0.42803124,-4.16287947,-0.4247635,-4.15469217,0.99694484,3,0.0004019,55
88,30,-0.42762882,-4.16143131,-0.42600855,-4.15532112,0.99691248,3,0.00030075,56
90,30,-0.4270066,-4.16270018,-0.42911842,-4.15885687,0.99695629,3,0.00041053,54
92,30,-0.42871344,-4.16635656,-0.43038914,-4.15585232,0.99689645,3,0.00046763,55
94,30,-0.43082818,-4.16911793,-0.43109152,-4.15432835,0.99699378,3,0.00057761,58
96,30,-0.42808467,-4.16883564,-0.43052176,-4.15484905,0.9969486,3,0.00052182,60
98,30,-0.42929289,-4.16700125,-0.43257335,-4.15608549,0.99692053,3,0.00056536,60
100,30,-0.43185535,-4.16593361,-0.43258113,-4.15960312,0.99675262,3,0.00045715,63
102,30,-0.43540052,-4.16618633,-0.4357022,-4.15925264,0.99680573,3,0.00041054,65
104,30,-0.43258783,-4.16890478,-0.43171892,-4.15903711,0.99684209,3,0.00048294,59
106,30,-0.435204,-4.16697502,-0.43762702,-4.15286255,0.99690831,3,0.00076878,56
108,30,-0.43657976,-4.16489887,-0.43683985,-4.15567446,0.99688345,3,0.00047873,59
110,30,-0.43678516,-4.16302156,-0.43740353,-4.15583706,0.99694198,3,0.00048117,55
112,30,-0.43501145,-4.16208315,-0.43679258,-4.14691973,0.99693733,3,0.00049908,56
114,30,-0.43696082,-4.16016197,-0.43760905,-4.14568138,0.99695027,3,0.00054441,54
116,30,-0.43560937,-4.16522884,-0.44449267,-4.14863968,0.99691588,3,0.00072276,55
118,30,-0.4383848,-4.16517353,-0.44310704,-4.14916658,0.99694437,3,0.00039635,56
120,30,-0.436795,-4.16419268,-0.4422709,-4.15228701,0.99697375,3,0.00054928,58
122,30,-0.43756986,-4.16741467,-0.44579545,-4.15611935,0.99694717,3,0.00035532,62
124,30,-0.43400732,-4.16655064,-0.44802073,-4.15603781,0.9969129,3,0.00058668,57
126,30,-0.44018337,-4.17044258,-0.45445532,-4.15758038,0.99703801,3,0.00041594,59
128,30,-0.44282651,-4.16750336,-0.45491546,-4.1599679,0.99705696,3,0.00043866,58
130,30,-0.44386557,-4.16272926,-0.45571706,-4.15998268,0.99698722,3,0.00034129,56
132,30,-0.44143334,-4.16271591,-0.45416105,-4.1629777,0.99706882,3,0.00060075,53
134,30,-0.44782564,-4.16141224,-0.449974,-4.16252899,0.99701512,3,0.00070117,45
136,30,-0.44630927,-4.16150904,-0.44957152,-4.1622076,0.99696112,3,0.00075,45
138,30,-0.44807339,-4.158741,-0.45374778,-4.15978622,0.99693638,3,0.00057699,44
140,30,-0.44319928,-4.16263056,-0.45257705,-4.1617713,0.99692374,3,0.00059106,43
142,30,-0.44731879,-4.16345024,-0.45422557,-4.16682291,0.99705881,3,0.00066622,45
144,30,-0.44969735,-4.16023731,-0.45535293,-4.16492367,0.99688113,3,0.00081694,47
146,30,-0.44944164,-4.16125107,-0.45805445,-4.16235638,0.99677116,3,0.00059809,46
148,30,-0.44431776,-4.15931463,-0.45759642,-4.15801573,0.99661469,3,0.00069589,45
150,30,-0.44238633,-4.15996313,-0.45719078,-4.15634298,0.996557,3,0.00096823,51
152,30,-0.44462776,-4.16082287,-0.4577547,-4.15506792,0.99642068,3,0.00066911,49
154,30,-0.4474968,-4.16209412,-0.45756996,-4.15325117,0.99640697,3,0.00058771,52
156,30,-0.45000213,-4.16390181,-0.45807201,-4.15372849,0.99638784,3,0.00055581,53
158,30,-0.44553509,-4.16507864,-0.45850503,-4.15478325,0.99641728,3,0.00082299,55
160,30,-0.45359504,-4.16492176,-0.45990118,-4.15427971,0.9961257,3,0.00046835,53
162,30,-0.45133486,-4.16342783,-0.45827425,-4.15521479,0.9960804,3,0.00046605,51
164,30,-0.44911,-4.16113329,-0.459308,-4.15728092,0.99613094,3,0.00075442,46
166,30,-0.45625114,-4.16267252,-0.46115026,-4.15962458,0.99600226,3,0.00053883,46
168,30,-0.45749313,-4.15936995,-0.45946267,-4.15782356,0.99609989,3,0.00034688,46
170,30,-0.45850557,-4.15713739,-0.45722467,-4.15512323,0.99601734,3,0.00045727,51
172,30,-0.45975211,-4.15575314,-0.4599587,-4.15306091,0.99585414,3,0.00027028,51
174,30,-0.46678996,-4.15171814,-0.45986843,-4.14839602,0.99577475,3,0.00072328,51
176,30,-0.46422365,-4.14935207,-0.46146759,-4.14855337,0.99567497,3,0.00029336,53
178,30,-0.46038678,-4.14682817,-0.4594593,-4.14640665,0.99576914,3,0.00098509,55
180,30,-0.459943,-4.14683008,-0.46249819,-4.14656544,0.99592549,3,0.0008118,54
182,30,-0.46118987,-4.15041018,-0.46289659,-4.1452837,0.9959628,3,0.00071354,55
184,30,-0.46079722,-4.14635944,-0.46307117,-4.14905119,0.99609494,3,0.00047452,54
186,30,-0.46277764,-4.15074062,-0.46726954,-4.15046406,0.99615961,3,0.00054296,55
188,30,-0.46212596,-4.15593243,-0.46621776,-4.14816189,0.99628925,4,0.00042185,53
190,30,-0.46747461,-4.15439463,-0.4681797,-4.14388275,0.99622267,3,0.00054433,55
192,30,-0.46393046,-4.15947437,-0.46885678,-4.14501143,0.99633604,3,0.000678,54
194,30,-0.46213412,-4.16406775,-0.46771881,-4.14323664,0.99629694,3,0.00094992,55
196,30,-0.46364486,-4.16322184,-0.46898183,-4.14344978,0.99613172,3,0.0007901,50
198,30,-0.46454075,-4.16306019,-0.46917686,-4.14459944,0.99608862,3,0.00071966,53
200,30,-0.47415555,-4.16425371,-0.46791559,-4.14664078,0.9960686,4,0.00020142,48
202,30,-0.46960741,-4.160604,-0.47698766,-4.15061617,0.99588466,3,0.00096657,49
204,30,-0.467913,-4.16164923,-0.47763869,-4.14887619,0.99584347,3,0.00080823,47
206,30,-0.47067004,-4.16180086,-0.47586942,-4.15035009,0.99572539,3,0.00097474,42
208,30,-0.47352245,-4.16273832,-0.47562152,-4.14961195,0.99551368,4,0.00024261,44
210,30,-0.47602972,-4.16502523,-0.47643286,-4.15218544,0.9956069,4,0.00027844,48
212,30,-0.46985906,-4.16656113,-0.47529042,-4.15523338,0.99559432,4,0.00026778,47
214,30,-0.474922,-4.16798544,-0.4755426,-4.15549088,0.99557,4,0.00029278,47
216,30,-0.4707374,-4.16738367,-0.46877551,-4.1587882,0.99545932,3,0.00088374,49
218,30,-0.47342724,-4.16929293,-0.46904612,-4.15761662,0.99538082,3,0.00054491,52
220,30,-0.4724384,-4.17245579,-0.4695406,-4.15662956,0.99540818,4,0.00028536,53
222,30,-0.47536138,-4.17041874,-0.46247047,-4.1540513,0.99533045,3,0.0009328,53
224,30,-0.47683808,-4.17279673,-0.46290758,-4.15628529,0.99530494,4,0.00034617,50
226,30,-0.47999153,-4.16932631,-0.46520713,-4.16081619,0.99506074,3,0.00094526,50
228,30,-0.48174423,-4.16943216,-0.4637135,-4.16342068,0.99520087,4,0.00028534,52
30,32,-0.41627064,-4.1386137,-0.4090187,-4.12684679,0.99743599,3,0.00074332,54
32,32,-0.41444623,-4.14004183,-0.40971962,-4.12825012,0.99755222,3,0.00076408,52
34,32,-0.41731104,-4.14166975,-0.41084799,-4.12926865,0.99761909,4,0.00029031,50
36,32,-0.41829416,-4.14339972,-0.39888009,-4.13469934,0.99756676,4,0.0002449,44
38,32,-0.41983497,-4.1453371,-0.40261176,-4.13816357,0.9974789,4,0.00018475,43
40,32,-0.41960761,-4.14493608,-0.40612561,-4.14728165,0.99728251,4,0.00019264,50
42,32,-0.42094228,-4.14090776,-0.40919286,-4.1458087,0.99716699,3,0.00098517,52
44,32,-0.41819474,-4.13730526,-0.41077679,-4.14540815,0.9970659,3,0.00086619,52
46,32,-0.42044502,-4.14002514,-0.41409314,-4.14125919,0.99715549,3,0.00065698,52
48,32,-0.42096689,-4.14143801,-0.41493249,-4.14227724,0.99727935,3,0.00067773,52
50,32,-0.42290929,-4.13475704,-0.41465282,-4.14275885,0.99732339,3,0.00057535,54
52,32,-0.42435005,-4.13696909,-0.41526359,-4.14383984,0.99737298,3,0.00085891,51
54,32,-0.42272151,-4.13919115,-0.41625974,-4.14543629,0.99739999,4,0.0002107,51
56,32,-0.42289922,-4.14274883,-0.41958779,-4.15118217,0.9973706,4,0.00026664,56
58,32,-0.42580315,-4.14190769,-0.42513469,-4.14904499,0.99739951,3,0.00054545,53
60,32,-0.42316833,-4.14331722,-0.41674563,-4.15021324,0.99732256,4,0.00023246,52
62,32,-0.42676887,-4.14889431,-0.41762677,-4.15505505,0.99737442,4,0.00026727,54
64,32,-0.42677838,-4.15080214,-0.41419894,-4.14868736,0.99731308,3,0.00041386,57
66,32,-0.42443913,-4.15479803,-0.41570282,-4.14939499,0.99717462,3,0.00047866,57
68,32,-0.42536873,-4.15565443,-0.42142123,-4.1490097,0.99705857,3,0.00053287,56
70,32,-0.42481121,-4.15465879,-0.42105025,-4.152071,0.99714255,3,0.0007993,55
72,32,-0.42365542,-4.15331841,-0.42199475,-4.15605879,0.99704093,3,0.0004774,56
74,32,-0.42242372,-4.15998793,-0.4233489,-4.15541792,0.99720901,4,0.00020957,54
76,32,-0.42687207,-4.15970278,-0.42485353,-4.15752697,0.99708587,3,0.00032429,55
78,32,-0.42736256,-4.15753365,-0.42079446,-4.16002941,0.99704927,3,0.00037758,57
80,32,-0.42446232,-4.15519571,-0.42386985,-4.15692663,0.99697596,3,0.00040162,57
82,32,-0.43065014,-4.15084648,-0.42428854,-4.15286732,0.99700987,3,0.00050809,59
84,32,-0.42779088,-4.15374374,-0.42265466,-4.15508747,0.99693477,3,0.00066412,55
86,32,-0.4287183,-4.15760994,-0.42263189,-4.15539026,0.99693561,3,0.00070095,56
88,32,-0.42875549,-4.15575171,-0.42552376,-4.15140343,0.99691331,3,0.00029455,56
90,32,-0.42853215,-4.15676022,-0.4290272,-4.14893579,0.99694794,3,0.00031096,56
92,32,-0.43033314,-4.16114426,-0.42949775,-4.15105438,0.99686342,3,0.00032651,54
94,32,-0.43134287,-4.16286135,-0.42842335,-4.15101099,0.99698192,3,0.00037169,57
96,32,-0.42845649,-4.16297245,-0.42912599,-4.15017891,0.99696189,3,0.00041962,61
98,32,-0.42906466,-4.16156483,-0.4298459,-4.14961529,0.99695343,3,0.0007289,58
100,32,-0.43035921,-4.16344643,-0.4338088,-4.15105057,0.9968164,3,0.00044489,58
102,32,-0.43288445,-4.16498327,-0.43378365,-4.15134335,0.99687469,3,0.00047893,61
104,32,-0.43108454,-4.16194725,-0.436753,-4.15166616,0.99690354,3,0.00050642,63
106,32,-0.43341607,-4.15931082,-0.44060051,-4.14859104,0.9969539,3,0.00089604,56
108,32,-0.4347738,-4.15702152,-0.43616819,-4.15103579,0.99690777,3,0.00065958,59
110,32,-0.43546054,-4.15594387,-0.43494228,-4.1537385,0.99692404,3,0.00058754,58
112,32,-0.43430641,-4.15585756,-0.43558335,-4.15108681,0.99689585,3,0.00054621,56
114,32,-0.43690372,-4.15468359,-0.43266666,-4.1434412,0.99684632,3,0.00082461,52
116,32,-0.43465093,-4.1613493,-0.44061375,-4.14510584,0.99681479,4,0.00018029,53
118,32,-0.43313053,-4.16049671,-0.44037622,-4.14637566,0.99681652,3,0.00076053,54
120,32,-0.43384159,-4.15816164,-0.44260135,-4.14768791,0.99682927,3,0.00066696,59
122,32,-0.43588567,-4.16008902,-0.44602427,-4.14569092,0.99682659,3,0.00058646,56
124,32,-0.433413,-4.15977812,-0.44712153,-4.14791012,0.99677587,3,0.00066102,58
126,32,-0.4379454,-4.16252899,-0.44929108,-4.14955711,0.99693525,3,0.00049804,61
128,32,-0.43916139,-4.16146326,-0.44989374,-4.15072966,0.99697292,3,0.00062901,55
130,32,-0.44180062,-4.15739346,-0.452548,-4.15316725,0.99688411,3,0.00087376,53
132,32,-0.44123593,-4.15634346,-0.45322159,-4.15335321,0.99696022,3,0.000581,48
134,32,-0.44711742,-4.15272856,-0.45004123,-4.15459681,0.99691135,3,0.0008842,47
136,32,-0.44573861,-4.15483999,-0.44947147,-4.1573844,0.99683601,3,0.00083748,44
138,32,-0.44511232,-4.15251303,-0.45345414,-4.16207409,0.99679315,3,0.00047643,44
140,32,-0.44100961,-4.1543231,-0.45436382,-4.16233969,0.99675977,3,0.00056857,44
142,32,-0.44535309,-4.15627384,-0.45350716,-4.15879965,0.99692816,3,0.00057766,47
144,32,-0.44792423,-4.15473557,-0.45479572,-4.15681028,0.99676704,3,0.00048496,46
146,32,-0.44778502,-4.15540934,-0.45658183,-4.15298462,0.99667335,3,0.0003406,44
148,32,-0.44382846,-4.15366077,-0.45643365,-4.15269566,0.99652696,4,0.00018844,44
150,32,-0.44263414,-4.15524101,-0.45721194,-4.1499095,0.99646854,4,0.00019645,50
152,32,-0.44608763,-4.15708876,-0.45568511,-4.14984131,0.99638903,3,0.00066342,49
154,32,-0.45073205,-4.15668249,-0.45846796,-4.15034819,0.99637932,3,0.00056243,53
156,32,-0.45077202,-4.16086769,-0.45851824,-4.153193,0.99636734,3,0.00052976,53
158,32,-0.44901577,-4.15997458,-0.45779386,-4.15191221,0.9964155,3,0.00057105,55
160,32,-0.45494103,-4.15961218,-0.45933741,-4.15243912,0.99614441,3,0.00047344,53
162,32,-0.45278934,-4.15636539,-0.45730934,-4.15142918,0.99611855,3,0.00036863,48
164,32,-0.45091254,-4.15223789,-0.45648506,-4.15210724,0.99619883,3,0.00085475,47
166,32,-0.45749429,-4.15246105,-0.4578563,-4.15895271,0.99611741,3,0.00041004,44
168,32,-0.4575493,-4.14616871,-0.45889992,-4.1558671,0.99622631,3,0.00056247,47
170,32,-0.45912457,-4.145679,-0.4593474,-4.15415192,0.99612659,3,0.00034522,48
172,32,-0.46133238,-4.14476728,-0.46105349,-4.15218067,0.99607283,3,0.00034201,50
174,32,-0.46627086,-4.14194918,-0.45912832,-4.14644337,0.99600905,3,0.00094231,51
176,32,-0.46481365,-4.13874006,-0.46100807,-4.14303207,0.99590135,3,0.00078439,51
178,32,-0.46033433,-4.13780355,-0.46181908,-4.14288282,0.99601418,4,0.00024048,52
180,32,-0.45802933,-4.13874865,-0.46081033,-4.140172,0.99614698,3,0.00063608,54
182,32,-0.46167445,-4.14250994,-0.46664226,-4.14543629,0.99622548,3,0.00077893,54
184,32,-0.46197265,-4.13931131,-0.46922264,-4.14745378,0.99634355,3,0.0006887,55
186,32,-0.46350044,-4.14183903,-0.47064775,-4.15016365,0.99640465,4,0.00036628,55
188,32,-0.46360523,-4.14835739,-0.46837762,-4.14833403,0.9964729,3,0.00078589,51
190,32,-0.46661144,-4.14590883,-0.46893775,-4.14886999,0.9962678,3,0.00073282,49
192,32,-0.46257824,-4.15099764,-0.47050422,-4.14166498,0.99632221,3,0.0007873,55
194,32,-0.46049556,-4.15484238,-0.4717364,-4.14065504,0.99622762,3,0.00078955,56
196,32,-0.4622004,-4.15339613,-0.47187689,-4.13956642,0.9960646,3,0.00063417,52
198,32,-0.46459019,-4.15239334,-0.47043493,-4.14145851,0.99605829,3,0.000769,51
200,32,-0.47120816,-4.15192175,-0.47303486,-4.14362097,0.99606383,3,0.00091516,51
202,32,-0.46680096,-4.15218449,-0.47605911,-4.14225483,0.99588132,4,0.00019595,48
204,32,-0.4663825,-4.15435314,-0.4795453,-4.14794207,0.99576777,4,0.00026671,47
206,32,-0.46902737,-4.1550808,-0.47940528,-4.14778566,0.99560499,4,0.00034505,44
208,32,-0.47390506,-4.15521765,-0.47973019,-4.14865971,0.99538928,4,0.00032146,46
210,32,-0.47546229,-4.15808487,-0.47999075,-4.1472168,0.99544275,4,0.00024066,44
212,32,-0.47113431,-4.1598711,-0.48119476,-4.14795303,0.99536788,4,0.00032624,44
214,32,-0.47837093,-4.15872097,-0.47385463,-4.14793062,0.99536878,3,0.00074293,52
216,32,-0.47143945,-4.1590991,-0.47397721,-4.15132189,0.99526793,3,0.00070998,51
218,32,-0.47659132,-4.1617465,-0.47378218,-4.15248203,0.99521387,3,0.00064459,55
220,32,-0.47295946,-4.16631603,-0.46660832,-4.15310383,0.9952569,4,0.00039728,52
222,32,-0.4740715,-4.16436911,-0.46615592,-4.14827585,0.99524564,4,0.00035837,54
224,32,-0.47825214,-4.16503477,-0.46250412,-4.15275574,0.99525958,4,0.00046241,50
226,32,-0.48238558,-4.16194057,-0.46534574,-4.15821981,0.99505115,4,0.00033264,49
228,32,-0.48473826,-4.16324377,-0.46454185,-4.1593194,0.9952687,4,0.00028725,50
30,34,-0.4146297,-4.13358355,-0.41099581,-4.12269258,0.99742812,4,0.00028918,56
32,34,-0.41437963,-4.13795519,-0.40971583,-4.12496138,0.99749863,4,0.00032028,50
34,34,-0.41749674,-4.13879728,-0.4126116,-4.12641191,0.99755192,4,0.00036208,51
36,34,-0.4195568,-4.14004135,-0.40601951,-4.13024759,0.99747783,4,0.000241,48
38,34,-0.42172691,-4.1407671,-0.40548396,-4.13285637,0.99740779,4,0.00018976,52
40,34,-0.42158386,-4.13986301,-0.40370098,-4.13753891,0.99720001,4,0.00026521,47
42,34,-0.42017484,-4.13502359,-0.40632358,-4.13780451,0.99705726,4,0.0002177,51
44,34,-0.4172287,-4.13130951,-0.40897739,-4.14138174,0.99694866,4,0.00018203,53
46,34,-0.42207447,-4.13277578,-0.41489908,-4.13864326,0.99705935,3,0.00088465,52
48,34,-0.42113346,-4.13451052,-0.41561684,-4.13808107,0.99717551,3,0.00059286,51
50,34,-0.42443863,-4.12889004,-0.41701853,-4.13768578,0.99720383,3,0.00058688,53
52,34,-0.42401966,-4.13128471,-0.4178786,-4.13886118,0.99723518,3,0.00098001,52
54,34,-0.42324889,-4.13668299,-0.41591051,-4.14783955,0.9972564,4,0.00029266,54
56,34,-0.42208609,-4.13710356,-0.42093655,-4.14846897,0.99722713,4,0.00024861,55
58,34,-0.4250868,-4.13603067,-0.42741215,-4.14744568,0.99725229,3,0.00069889,55
60,34,-0.42572501,-4.13841534,-0.42278752,-4.14755392,0.99718106,4,0.00022107,57
62,34,-0.42964786,-4.14361954,-0.41680461,-4.15094709,0.9972313,3,0.00084561,56
64,34,-0.42901152,-4.14460516,-0.41501966,-4.14416456,0.9971835,3,0.00046132,57
66,34,-0.42636421,-4.14942598,-0.41677773,-4.14500952,0.9970488,3,0.00048762,58
68,34,-0.42809013,-4.14905834,-0.42096075,-4.14510727,0.99692976,3,0.00047452,57
70,34,-0.42569706,-4.14895296,-0.42096874,-4.1453166,0.996975,3,0.00065726,56
72,34,-0.42668656,-4.15039635,-0.42216602,-4.1484313,0.99682355,3,0.00053352,54
74,34,-0.42249772,-4.1541543,-0.42309159,-4.15227938,0.9970479,4,0.00020572,55
76,34,-0.42700732,-4.15392303,-0.42433488,-4.15667152,0.99699044,3,0.00063434,54
78,34,-0.42730197,-4.15291786,-0.42252213,-4.15558052,0.99694949,3,0.00051997,56
80,34,-0.4213734,-4.14968204,-0.42297149,-4.15546656,0.99687582,3,0.00060759,55
82,34,-0.43055618,-4.1475358,-0.42454189,-4.1542573,0.99685931,3,0.00070129,60
84,34,-0.42750615,-4.14696217,-0.42251143,-4.15457582,0.99680966,3,0.00087667,57
86,34,-0.4261013,-4.14838886,-0.42350146,-4.15464115,0.99682057,3,0.00089472,56
88,34,-0.42963302,-4.14831686,-0.422499,-4.15388393,0.99677575,3,0.00076147,57
90,34,-0.4299342,-4.14831066,-0.42694405,-4.14455652,0.99680763,3,0.0003526,56
92,34,-0.43186873,-4.15344715,-0.42979819,-4.14748764,0.99672621,3,0.00040959,58
94,34,-0.43211111,-4.15589571,-0.42809653,-4.14768839,0.99684423,3,0.00033921,59
96,34,-0.43031207,-4.15706968,-0.42842591,-4.14706087,0.99685723,3,0.00045567,58
98,34,-0.43012029,-4.15799332,-0.43098819,-4.14488125,0.99690539,3,0.00043053,58
100,34,-0.43081748,-4.15851498,-0.43317401,-4.14786434,0.99680436,3,0.00043058,58
102,34,-0.43480054,-4.15887976,-0.43236801,-4.14795113,0.99688721,3,0.00041932,61
104,34,-0.43054989,-4.15385294,-0.43417192,-4.14590216,0.99696124,3,0.00054064,59
106,34,-0.43210113,-4.15368223,-0.43785253,-4.14502382,0.99701542,3,0.00059934,58
108,34,-0.43362468,-4.15072966,-0.43681547,-4.14881563,0.9969148,3,0.00048461,58
110,34,-0.43371442,-4.15131569,-0.43676576,-4.15224838,0.9968949,3,0.00045218,56
112,34,-0.43389717,-4.15111637,-0.43768108,-4.15212774,0.99689078,3,0.00062663,56
114,34,-0.43617761,-4.14840746,-0.43793339,-4.1494894,0.99681771,3,0.00046324,51
116,34,-0.43574855,-4.15438318,-0.44553033,-4.14784765,0.99678206,3,0.00092249,52
118,34,-0.43700176,-4.15438938,-0.44361269,-4.14291239,0.99677062,3,0.00051961,57
120,34,-0.43909636,-4.15109396,-0.44361547,-4.14321852,0.99680495,3,0.00039963,57
122,34,-0.43633112,-4.15537167,-0.44470826,-4.14317942,0.99684066,3,0.0006475,56
124,34,-0.43366113,-4.1568222,-0.44832999,-4.14265299,0.99685508,3,0.00073285,56
126,34,-0.43642193,-4.15930843,-0.45053595,-4.14380646,0.9970324,3,0.0006302,56
128,34,-0.43802953,-4.15805149,-0.45276901,-4.14358187,0.99707782,3,0.0006507,52
130,34,-0.44053549,-4.15174961,-0.44992313,-4.15089226,0.99691015,4,0.00023343,53
132,34,-0.57077694,-4.61865425,-0.87030911,-7.2274332,0.65243888,10,0.20502895,8
134,34,-0.44611168,-4.15137815,-0.45573115,-4.15833044,0.99687976,3,0.00094021,45
136,34,-0.44490689,-4.15207434,-0.45166662,-4.16264105,0.99681723,3,0.00044765,41
138,34,-0.44357467,-4.15082407,-0.45269307,-4.154356,0.99669242,3,0.00029847,40
140,34,-0.43939996,-4.15367651,-0.45352733,-4.15460634,0.99657142,3,0.00042448,41
142,34,-0.44432595,-4.15248346,-0.45499077,-4.15179443,0.9967379,3,0.00061408,46
144,34,-0.44613862,-4.1498704,-0.45604247,-4.14840126,0.99658549,3,0.00071956,42
146,34,-0.44728559,-4.15073586,-0.45506003,-4.14822626,0.99652779,3,0.00050875,42
148,34,-0.4448134,-4.15001488,-0.45465463,-4.14542627,0.99640787,3,0.00080365,45
150,34,-0.44357616,-4.1522212,-0.45486209,-4.14407492,0.99637663,4,0.00018578,47
152,34,-0.44578075,-4.15494871,-0.45637277,-4.14875078,0.99633634,3,0.00051281,51
154,34,-0.44760054,-4.15554094,-0.45836318,-4.14622831,0.99634892,3,0.0005813,53
156,34,-0.44881031,-4.15831423,-0.45950079,-4.15095043,0.99630469,3,0.0006831,51
158,34,-0.44858041,-4.15717936,-0.4592385,-4.14932346,0.99634153,3,0.000534,51
160,34,-0.45273653,-4.15611219,-0.45872292,-4.14932823,0.99602973,3,0.00042708,53
162,34,-0.4541828,-4.15232944,-0.45563397,-4.1454215,0.99602348,3,0.00021236,46
164,34,-0.45152974,-4.14853954,-0.4576059,-4.14660788,0.99613863,3,0.00076797,48
166,34,-0.45963445,-4.15176344,-0.45705834,-4.14964104,0.99605954,3,0.00032309,47
168,34,-0.4591648,-4.14566612,-0.45810547,-4.150424,0.99612975,3,0.00026293,48
170,34,-0.46143889,-4.14477873,-0.46003979,-4.14905167,0.99605119,3,0.00042122,45
172,34,-0.46263137,-4.14173079,-0.46301636,-4.14960337,0.99605215,3,0.00037968,46
174,34,-0.46581751,-4.13854837,-0.46100304,-4.14769888,0.99603862,4,0.0002127,50
176,34,-0.46356648,-4.13443232,-0.46219984,-4.14625835,0.99590313,3,0.00078981,53
178,34,-0.46239507,-4.13409901,-0.46354723,-4.14301777,0.99595118,4,0.00039596,51
180,34,-0.45718062,-4.13661432,-0.46338946,-4.14079666,0.99609011,3,0.00072084,53
182,34,-0.45918494,-4.13685179,-0.46632001,-4.14051676,0.99617445,3,0.00098119,51
184,34,-0.45847866,-4.13715315,-0.47038439,-4.14370775,0.99626511,3,0.00068583,52
186,34,-0.46474427,-4.14016342,-0.47265717,-4.14680195,0.99636424,3,0.00087112,51
188,34,-0.46464059,-4.14413738,-0.46988526,-4.14594507,0.99636537,4,0.00022082,49
190,34,-0.46528095,-4.14168739,-0.46991727,-4.14229679,0.99608797,3,0.00072292,50
192,34,-0.46529961,-4.14585018,-0.47365749,-4.13822412,0.99609435,3,0.00085158,57
194,34,-0.46419996,-4.14902735,-0.47270611,-4.13955212,0.99600464,3,0.00087958,59
196,34,-0.46420941,-4.14971209,-0.47351569,-4.13940954,0.99585432,3,0.00075902,54
198,34,-0.46826291,-4.14976597,-0.47475886,-4.13601732,0.99593687,3,0.00061965,51
200,34,-0.47184584,-4.14797211,-0.47791132,-4.13862514,0.99602789,3,0.00067229,49
202,34,-0.46873847,-4.14686203,-0.47825104,-4.13601255,0.99584222,3,0.00060084,48
204,34,-0.46693826,-4.14923716,-0.47978908,-4.14222622,0.99576265,3,0.00066599,49
206,34,-0.46904004,-4.15108919,-0.47910753,-4.14224863,0.99560082,3,0.00068684,45
208,34,-0.47512794,-4.15337515,-0.48094329,-4.14367151,0.99540699,4,0.00021309,46
210,34,-0.47648719,-4.15414953,-0.48297629,-4.14358091,0.99550575,3,0.00092951,43
