x,y,r1r2 ZNCC,r2_x,r2_y,ref_x,ref_y,ref_z
755,465,0.84636599,672.2854004,391.6427307,-25.7313633,-27.49801636,651.8638306
760,465,0.74392116,674.5845947,390.4281311,-25.44213295,-27.55496407,652.2554932
765,465,0.71185166,680.9473267,390.4902954,-25.12784004,-27.54875755,652.0317383
770,465,0.63155758,686.355835,391.5632935,-24.8184967,-27.51864243,651.9528198
775,465,0.45387071,694.1541748,392.7939148,-24.49550438,-27.46892357,651.5116577
780,465,0.16173524,710.5164185,390.5626526,-24.12752914,-27.46802139,649.7756958
785,465,0.43276149,708.1009522,390.7459717,-23.86328697,-27.51295471,650.8764648
790,465,0.85356164,718.8308106,391.7173462,-23.52557182,-27.45262718,649.9926758
795,465,0.71592867,719.4494019,392.3278809,-23.2434597,-27.46598434,650.6354981
800,465,0.82913435,728.5911255,393.781189,-22.91476631,-27.40132713,649.9910889
805,465,-0.08871126,737.6964722,392.9308777,-22.5886097,-27.40488815,649.3515625
810,465,0.38835156,741.5684204,391.2386169,-22.29080963,-27.46581078,649.5002441
815,465,0.76373374,743.7938232,392.5778809,-21.9988842,-27.44760323,649.899353
820,465,0.55571723,751.7019043,393.6071167,-21.67824364,-27.40309715,649.4401245
825,465,0.74862951,756.7402954,392.8470459,-21.37364388,-27.42925072,649.4129028
830,465,0.87773782,762.2341919,393.5001221,-21.06570053,-27.41086769,649.3175049
835,465,0.33886713,768.6033936,394.2679443,-20.75361061,-27.38360977,649.0894165
840,465,0.98707527,772.2122192,393.836853,-20.45572472,-27.4089222,649.2771606
845,465,0.8918829,763.602356,394.6340942,-20.21408463,-27.4743042,651.3162231
850,465,0.91040778,770.475769,394.9467163,-19.89928246,-27.45724678,651.0098267
855,465,0.66183668,781.0742798,394.2275085,-19.56859207,-27.44741058,650.1381226
860,465,0.50710416,787.2092896,394.0006714,-19.25836372,-27.45089722,649.9431763
865,465,0.66034412,791.5340576,391.9100342,-18.95776558,-27.52082825,650.0209351
870,465,0.64925271,799.8348999,393.4556274,-18.63692665,-27.45833397,649.4987183
875,465,0.03923583,806.7897949,396.0086975,-18.32162476,-27.37451744,649.1807251
880,465,0.25517815,808.5986939,392.0198364,-18.03327751,-27.51620483,649.6368408
885,465,0.75925374,808.4674072,396.5655518,-17.74582863,-27.41766548,650.3932495
890,465,0.69438028,813.7647705,396.4916992,-17.43927765,-27.4217968,650.3234863
895,465,0.80855536,818.6748657,396.3247376,-17.13436699,-27.43111038,650.3123169
900,465,0.87174124,819.5974121,396.0428162,-16.84521103,-27.46882629,650.9069214
905,465,0.88318545,827.9205322,396.0757446,-16.52672195,-27.45077515,650.3762817
910,465,0.75461948,837.2363892,396.4925232,-16.20470047,-27.41514397,649.6956787
915,465,0.91519648,847.0618286,396.3475952,-15.88182449,-27.39299393,648.9384766
920,465,0.90029514,854.4361572,396.9343872,-15.56804657,-27.36451721,648.5531006
925,465,0.88688219,853.9082642,396.5422669,-15.28347206,-27.41439056,649.3633423
930,465,0.92400992,866.3585205,396.4672546,-14.95267773,-27.37371254,648.2081909
935,465,0.85162419,861.5073242,397.0006714,-14.68158245,-27.42323685,649.6738281
940,465,0.83790725,866.4721069,397.0810547,-14.37661362,-27.42475319,649.6517334
945,465,0.8431356,881.8427734,397.8552246,-14.0369854,-27.34059906,648.0526733
950,465,0.95829493,887.734436,397.452179,-13.73016262,-27.35058212,647.8894043
955,465,0.79325104,891.9790649,398.0030518,-13.42789268,-27.34261513,647.9754639
960,465,0.80441207,900.5456543,400.1917725,-13.1111393,-27.25923157,647.4084473
965,465,0.98949921,901.6181641,397.9674988,-12.82057667,-27.35311508,647.972229
970,465,0.98808587,907.0015259,398.0190735,-12.51526546,-27.35275841,647.8846436
975,465,0.98991263,912.3409424,398.2799377,-12.2098875,-27.34648514,647.8040161
980,465,0.99183303,917.4040527,398.5014343,-11.90544987,-27.34308624,647.7645874
985,465,0.99204713,922.5210571,398.6560669,-11.60091972,-27.34130669,647.7167969
990,465,0.95551157,927.9637451,399.6871033,-11.29493904,-27.31151772,647.6196899
995,465,0.94879818,932.1218262,399.1230164,-10.99350929,-27.33699608,647.7160645
1000,465,0.92929757,937.0958862,398.7420654,-10.68982029,-27.35195923,647.6890869
1005,465,0.95712018,942.8969116,399.1205139,-10.38357162,-27.3392067,647.536499
1010,465,0.980102,947.9206543,399.0634766,-10.07966042,-27.34420776,647.5010986
1015,465,0.98626018,953.2770996,399.615509,-9.77450657,-27.32908249,647.4156494
1020,465,0.99669671,959.0148315,399.7580566,-9.46891785,-27.32368469,647.2718506
1025,465,0.99675649,964.4712524,399.8757019,-9.16407776,-27.32076836,647.170166
1030,465,0.99696785,969.7633057,400.0908814,-8.85957241,-27.3159771,647.0933838
1035,465,0.99647832,974.8657837,400.1254883,-8.55568218,-27.31770897,647.0447998
1040,465,0.99621034,979.8996582,400.5317383,-8.25165081,-27.30884361,647.0065918
1045,465,0.99709332,984.7332764,400.7220154,-7.948246,-27.30760765,646.9981079
1050,465,0.99809843,989.8580933,400.838501,-7.64430571,-27.30673027,646.9453735
1055,465,0.99864233,995.5192871,400.9628906,-7.33954859,-27.30226135,646.8112793
1060,465,0.99875009,1000.864807,401.0406189,-7.03543615,-27.30111885,646.7243652
1065,465,0.99591255,1005.42804,401.1296692,-6.73262882,-27.30452919,646.7559204
1070,465,0.99830711,1011.761597,401.3696289,-6.42699242,-27.29237175,646.5189819
1075,465,0.99864119,1016.96875,401.5386658,-6.12330723,-27.28934288,646.4522705
1080,465,0.99839282,1021.699402,401.8162842,-5.82017565,-27.28607368,646.4576416
1085,465,0.99811894,1027.397827,401.851532,-5.51603317,-27.28391647,646.315918
1090,465,0.99833375,1032.712524,402.0357056,-5.21229887,-27.27974319,646.2323608
1095,465,0.99825341,1038.022461,402.247467,-4.90867901,-27.27474785,646.1489868
1100,465,0.9988687,1043.244751,402.3725586,-4.60528517,-27.2728653,646.0786133
1105,465,0.99901044,1048.46582,402.5132752,-4.30195475,-27.27051544,646.0081787
1110,465,0.99924529,1053.355713,402.6973877,-3.99896431,-27.26892853,645.9876099
1115,465,0.9992103,1058.562256,402.8554077,-3.69574499,-27.26612854,645.9188232
1120,465,0.99893951,1063.878906,402.9830017,-3.39250946,-27.26352119,645.8329468
1125,465,0.99875188,1069.09436,403.2017212,-3.08934855,-27.25883484,645.7623291
1130,465,0.99848002,1074.226685,403.386261,-2.7863245,-27.25567627,645.7039795
1135,465,0.99853188,1079.344116,403.6315918,-2.48337317,-27.2507782,645.6474609
1140,465,0.99892712,1084.598389,403.7173767,-2.18044853,-27.24974823,645.5700073
1145,465,0.99899793,1089.766235,403.8604431,-1.87761009,-27.24755287,645.5054321
1150,465,0.99868137,1095.006592,404.0236206,-1.57486379,-27.24427986,645.4293823
1155,465,0.998164,1100.300049,404.1551514,-1.2721051,-27.24160957,645.3452148
1160,465,0.9974665,1105.515625,404.3618164,-0.96940804,-27.23718452,645.272583
1165,465,0.99704361,1110.76123,404.5517883,-0.66675794,-27.23304939,645.1951294
1170,465,0.99765319,1116.065674,404.7285767,-0.36426619,-27.22892189,645.1082764
1175,465,0.99753869,1121.236206,404.881958,-0.06179434,-27.22632027,645.0418091
1180,465,0.99804676,1126.443604,405.0209351,0.24051876,-27.2238884,644.9690552
1185,465,0.99808717,1131.638672,405.1840515,0.54279351,-27.22079849,644.8977661
1190,465,0.99794722,1136.856201,405.3464966,0.84509885,-27.21760178,644.8233032
1195,465,0.99785644,1142.058228,405.5209656,1.14729679,-27.21411705,644.7507935
1200,465,0.99733341,1147.288452,405.6805115,1.44929397,-27.21086311,644.6732788
1205,465,0.99711198,1152.520142,405.936676,1.75144207,-27.20474625,644.5958252
1210,465,0.9968583,1157.720581,406.0816956,2.05337024,-27.20209694,644.5224609
1215,465,0.99679089,1162.884521,406.2295532,2.35526729,-27.19959068,644.4545288
1220,465,0.99777013,1168.077637,406.4015503,2.6571095,-27.19616127,644.381897
1225,465,0.99847049,1173.297729,406.538971,2.95882797,-27.19358063,644.3048706
1230,465,0.998227,1178.48999,406.6420898,3.26048136,-27.19217491,644.2316895
1235,465,0.9982397,1183.719604,406.7736206,3.56204653,-27.18968582,644.1526489
1240,465,0.99785119,1188.928955,407.0098572,3.86358953,-27.18418312,644.076294
1245,465,0.99800164,1194.092407,407.1737976,4.16509008,-27.18111229,644.0067139
1250,465,0.99836254,1199.279297,407.3088989,4.46648455,-27.17874336,643.9334106
1255,465,0.99844259,1204.526855,407.4614258,4.7678113,-27.17546844,643.850769
1260,465,0.99861574,1209.693359,407.6364136,5.06911802,-27.17200279,643.7798462
1265,465,0.99817353,1214.855225,407.8060303,5.37030792,-27.16871643,643.7093506
1270,465,0.99777669,1220.044067,407.968689,5.6714015,-27.16544724,643.6343384
1275,465,0.99790609,1225.17749,408.1452026,5.97253561,-27.16210556,643.567688
1280,465,0.99611658,1230.4104,408.2680054,6.27342606,-27.15973473,643.4856567
1285,465,0.99557847,1235.618164,408.403595,6.57426739,-27.15711021,643.4071045
1290,465,0.99816793,1240.625244,408.5950623,6.87543154,-27.15408134,643.3587647
1295,465,0.99846596,1245.79834,408.7729492,7.17623234,-27.15039444,643.2849121
1300,465,0.99839467,1251.016113,408.9749451,7.47687006,-27.14570045,643.2040405
1305,465,0.99808639,1256.224121,409.1236877,7.7774601,-27.14263916,643.1244507
1310,465,0.99780768,1261.397827,409.2882996,8.07796288,-27.13928604,643.0494385
1315,465,0.99737054,1266.5271,409.4092407,8.37852955,-27.13751984,642.9812012
1320,465,0.99768794,1271.634888,409.5205078,8.6790638,-27.13616562,642.9160156
1325,465,0.99812859,1276.84375,409.7046204,8.97931671,-27.13199043,642.835083
1330,465,0.99775964,1281.987427,409.8838501,9.27967358,-27.12835503,642.763855
1335,465,0.98293859,1286.87915,410.144043,9.58061123,-27.12387848,642.7305298
1340,465,0.72018886,1295.71167,410.2804871,9.87215614,-27.09834862,642.0990601
1345,465,0.72186685,1301.463257,411.2600708,10.17122364,-27.06705093,641.9352417
1350,465,0.30908471,1299.255371,410.9821472,10.48887444,-27.12307549,642.9782715
1355,465,0.47855037,1345.499878,405.2323608,10.6801548,-27.03855133,636.7108765
1360,465,0.99445271,1326.821289,411.0244141,11.04378319,-27.01689148,640.2159424
1365,465,0.39451176,1354.86084,405.0945435,11.27663136,-27.05151939,636.7024536
1370,465,0.77967674,1361.260376,408.6206665,11.57321644,-26.94115448,636.4435425
1375,465,0.20211667,1345.92334,413.1472473,11.93100166,-26.93572807,639.4424439
1380,465,0.2479431,1370.621948,414.1317139,12.17382526,-26.78710175,636.4358521
1385,465,0.4876858,1375.1427,412.8849487,12.47146511,-26.8292942,636.4538574
1390,465,0.99416959,1373.884277,412.2522583,12.78695869,-26.88908005,637.3366699
1395,465,0.6688602,1381.977417,410.1887817,13.07336235,-26.93335533,636.8191528
1400,465,0.99369025,1389.311401,412.7736816,13.36537266,-26.84482384,636.4174805
1405,465,0.99184227,1396.886841,412.8964233,13.65421677,-26.827631,635.9785156
1410,465,0.99133897,1404.567505,413.1254883,13.94249153,-26.80666161,635.524292
1415,465,0.99170417,1412.232056,413.3046875,14.23029613,-26.78726006,635.0724487
1420,465,0.99244785,1418.456421,413.4429321,14.52254772,-26.77792549,634.8349609
1425,465,0.9925366,1423.496216,413.519104,14.81860542,-26.77770805,634.7736206
1430,465,0.99492657,1427.339355,413.7074585,15.1190691,-26.78154755,634.8908081
1435,465,0.99546462,1430.879639,413.9199524,15.42066288,-26.7865181,635.0525513
1440,465,0.99502236,1434.289795,414.0422058,15.72284698,-26.79494858,635.2338257
1445,465,0.99414909,1437.619751,414.240387,16.02552795,-26.80163193,635.4268189
1450,465,0.9941166,1440.928345,414.3740845,16.32841873,-26.81035614,635.623169
1455,465,0.9931283,1444.238647,414.4733887,16.63146019,-26.82006454,635.8189087
1460,465,0.99397874,1447.680664,414.60672,16.93420982,-26.82796478,635.9951782
1465,465,0.99476361,1451.104614,414.8004456,17.23726463,-26.83418655,636.1740723
1470,465,0.9924444,1454.409424,414.8310547,17.54076385,-26.84596252,636.3704834
1475,465,0.992872,1457.853149,414.8970337,17.84399033,-26.85584641,636.5463867
1480,465,0.99303174,1461.188843,415.107605,18.1478672,-26.86208725,636.7380981
1485,465,0.99215204,1464.569214,415.2288208,18.45172501,-26.87071228,636.9233398
1490,465,0.99286717,1468.061035,415.3364563,18.75519943,-26.87903404,637.0914917
1495,465,0.99296343,1471.346191,415.3135071,19.05967522,-26.89253044,637.2907715
1500,465,0.99158418,1474.641968,415.6872864,19.36465454,-26.89416695,637.4887085
1505,465,0.75496423,1527.387939,413.4208069,19.44001389,-26.66854668,630.3098145
1510,465,0.67251134,1548.27356,413.5034485,19.66030502,-26.57131767,627.9141235
1515,465,0.99338579,1484.587402,416.0589294,20.27964401,-26.92094994,638.0725098
1520,465,0.67673349,1490.885132,415.1931458,20.56964684,-26.94069099,637.81604
1525,465,0.99408382,1491.202637,416.3608704,20.89064407,-26.93728447,638.4639282
1530,465,0.99283308,1494.574341,416.4606628,21.19609833,-26.94657135,638.6499634
1535,465,0.99194765,1498.048096,416.444458,21.50110626,-26.95867348,638.8203125
1540,465,0.62757933,1503.527588,413.6771851,21.79360771,-27.04022217,638.6853027
1545,465,0.43324101,1509.09375,417.5523682,22.09092331,-26.92315102,638.539856
1550,465,0.6560787,1509.519409,416.1515503,22.41119576,-26.9956665,639.1714478
1555,465,0.95650268,1511.826782,417.4274902,22.72405815,-26.97649384,639.5189819
1560,465,0.99769968,1517.054321,417.2402344,23.02006721,-26.98265839,639.4221802
1565,465,0.99838448,1522.096069,417.3962708,23.31733322,-26.9797287,639.3536987
1570,465,0.99791652,1527.175659,417.542572,23.61425018,-26.97683334,639.2788696
1575,465,0.99805272,1532.259033,417.7549133,23.911129,-26.97193336,639.2034302
1580,465,0.99716532,1537.301514,417.9129334,24.20812988,-26.96889305,639.1339722
1585,465,0.99430943,1542.39856,418.0554504,24.50474167,-26.96596336,639.0557861
1590,465,0.99331111,1547.578247,418.1351318,24.80072784,-26.96438789,638.9648438
1595,465,0.99610037,1552.644043,418.2779236,25.09727859,-26.96160507,638.8907471
1600,465,0.99675786,1557.665771,418.4897461,25.39416122,-26.9570446,638.8234253
1605,465,0.99797833,1562.681396,418.6778259,25.69090652,-26.95320892,638.7564697
1610,465,0.99806112,1567.737305,418.8192749,25.9873333,-26.95050621,638.6833496
1615,465,0.9978773,1572.785645,418.9584656,26.28373718,-26.94790649,638.6109619
1620,465,0.99838787,1577.834717,419.1573792,26.58012962,-26.94350052,638.5383301
1625,465,0.99825609,1582.800049,419.2940064,26.87686157,-26.94147491,638.4780884
1630,465,0.99840915,1587.833618,419.4488831,27.17317772,-26.93846893,638.4074097
1635,465,0.99784189,1592.751099,419.6882935,27.47014046,-26.93362617,638.3536987
1640,465,0.99840742,1597.923584,419.7835693,27.76525307,-26.93148613,638.2609863
1645,465,0.99869102,1603.107666,419.9351807,28.06036377,-26.92759895,638.1667481
1650,465,0.99859577,1608.145386,420.1193848,28.35624123,-26.92361641,638.093811
1655,465,0.9987644,1613.125366,420.2693481,28.65250206,-26.92103195,638.0300903
1660,465,0.99822187,1618.17041,420.4091492,28.94816017,-26.91831017,637.9556885
1665,465,0.9980579,1623.183105,420.5408936,29.24394226,-26.9160099,637.8858643
1670,465,0.99780208,1628.18457,420.6957092,29.53980064,-26.9131031,637.8178101
1675,465,0.99705976,1633.179688,420.8394775,29.83561516,-26.91054153,637.7503052
1680,465,0.99796236,1638.25708,421.007782,30.13081932,-26.90673065,637.6702881
1685,465,0.99733692,1643.191162,421.1177979,30.42686653,-26.90552902,637.6114502
1690,465,0.9974106,1648.176392,421.3138123,30.72255707,-26.9014473,637.5449219
1695,465,0.99712914,1653.154541,421.4991455,31.01820374,-26.89768982,637.4788208
1700,465,0.99441707,1658.317871,421.5041809,31.31223106,-26.89816284,637.3843994
1705,465,0.99687648,1663.286499,421.7763672,31.60783005,-26.8918438,637.3193359
1710,465,0.99770766,1668.316284,421.9749146,31.9029007,-26.88735008,637.2448731
1715,465,0.99754369,1673.337036,422.0557861,32.19776154,-26.88640022,637.1711426
1720,465,0.99741626,1678.354004,422.2531433,32.49279022,-26.88199425,637.0982666
1725,465,0.99777675,1683.282593,422.4251404,32.78830338,-26.87887764,637.038147
1730,465,0.99826068,1688.293335,422.5635376,33.08307648,-26.87623787,636.965271
1735,465,0.99827701,1693.313965,422.7145691,33.37775803,-26.87315559,636.8908081
1740,465,0.99826229,1698.358276,422.8663025,33.67217255,-26.86988831,636.812561
1745,465,0.99841148,1703.32959,423.0285645,33.96702194,-26.86673737,636.7448731
1750,465,0.96123981,1708.142578,423.0104065,34.26295853,-26.86998177,636.7009277
1755,465,0.88501781,1713.891479,423.8441162,34.55184174,-26.84181023,636.5148926
1760,465,0.56397748,1720.504883,423.7946472,34.83261871,-26.83465004,636.1968384
1765,465,0.46513838,1726.278809,427.1740418,35.12269211,-26.7300415,636.0067749
1770,465,0.98428285,1755.49707,424.0970764,35.21040726,-26.6723156,632.2731323
1775,465,0.99020344,1763.148804,424.3418274,35.48029327,-26.64998436,631.8012695
1780,465,0.99275762,1770.474487,424.5414734,35.75252914,-26.63102722,631.378418
1785,465,0.99391788,1777.328125,424.7211914,36.02836227,-26.61559486,631.0263672
1790,465,0.99598706,1783.935791,424.9717712,36.3059845,-26.59955978,630.7109985
1795,465,0.99561453,1790.322754,425.2209778,36.58530807,-26.58494568,630.428894
1800,465,0.99589992,1796.42627,425.3800049,36.86678696,-26.57475853,630.1889648
1805,465,0.99630809,1802.397339,425.498291,37.14909363,-26.5665741,629.9683228
1810,465,0.99594933,1808.360962,425.6660461,37.43135071,-26.55697441,629.7489624
1815,465,0.99610299,1813.875732,425.81427,37.71727371,-26.55070114,629.5961304
1820,465,0.99556124,1819.466064,426.021759,38.00251007,-26.5422039,629.4320068
1825,465,0.99458742,1824.934326,426.234375,38.28869247,-26.5342865,629.2857056
1830,465,0.99411529,1830.15918,426.3302002,38.57684326,-26.53133774,629.1757202
1835,465,0.99403375,1835.253296,426.4361572,38.86611557,-26.52887726,629.0848999
1840,465,0.99643975,1840.388306,426.6446228,39.1549263,-26.52310944,628.9876709
1845,465,0.99724305,1845.292236,426.7532654,39.4456749,-26.52170944,628.9244995
1850,465,0.99695414,1850.161377,426.9150696,39.73677826,-26.51893616,628.8664551
1855,465,0.99681067,1854.895508,426.9879456,40.02905273,-26.51964188,628.8284912
1860,465,0.99694175,1859.522095,427.1424561,40.32235718,-26.51856995,628.8061523
1865,465,0.99618679,1864.125244,427.4098511,40.61596298,-26.51428223,628.7872925
1870,465,0.99642736,1868.597168,427.5909119,40.9106636,-26.51334,628.7875366
1875,465,0.99649137,1873.008789,427.6790161,41.2059021,-26.51552963,628.7965698
1880,465,0.99708295,1877.255371,427.8565674,41.50284195,-26.51607513,628.8301392
1885,465,0.99728453,1881.474976,427.9502869,41.79994583,-26.51925659,628.8673096
1890,465,0.99658883,1885.50293,428.0812378,42.09906387,-26.52251816,628.9330444
1895,465,0.99679297,1889.540039,428.2650147,42.3982048,-26.52414131,628.9974365
1900,465,0.99414515,1893.380981,428.3947449,42.69930267,-26.52857399,629.0908203
1905,465,0.99494278,1897.098511,428.5740356,43.00185013,-26.53229713,629.2027588
1910,465,0.99495143,1900.773682,428.6994629,43.30476379,-26.53786087,629.3205566
1915,465,0.99190432,1904.258301,428.7958374,43.60977554,-26.54547882,629.466919
1920,465,0.99191302,1907.668457,428.9311829,43.91584015,-26.55239677,629.6245728
1925,465,0.62659347,1901.581543,421.3244629,44.31586075,-26.84992218,631.2085571
1930,465,0.4594425,1906.283813,424.3916321,44.61158752,-26.76117325,631.1734009
1935,465,0.11675376,1976.861816,428.6961975,44.21070862,-26.22986412,621.3377075
1940,465,0.92378384,1887.606445,428.6515503,45.50693893,-26.81622887,635.3684692
1945,465,0.84623796,1892.609985,430.1704712,45.79982758,-26.77153397,635.2858276
1950,465,0.30189949,1907.337524,427.0663452,45.98109436,-26.80447197,633.7172852
1955,465,0.48835665,1916.422363,429.7224426,46.22870636,-26.70000648,633.013916
1960,465,0.29998922,1914.02417,430.0002441,46.60213089,-26.73924446,634.0568848
1965,465,0.79219812,1923.768799,428.2365112,46.83810806,-26.76335144,633.2501221
1970,465,0.92067087,1927.628174,429.6012268,47.14247513,-26.73051643,633.3400879
1975,465,0.97385651,1931.130981,430.0770264,47.45030594,-26.72663116,633.4840698
1980,465,0.99699712,1936.119263,430.3430786,47.74108124,-26.71967506,633.4016724
420,470,0.71685529,303.5917969,384.3905029,-46.5957222,-27.45733643,657.4043579
425,470,0.52058959,310.6606445,384.506958,-46.26584625,-27.44623375,657.0948486
430,470,0.83409148,327.0455322,383.0970764,-45.83926773,-27.42255211,655.3796387
435,470,0.12220925,269.0907593,438.7665405,-46.17145157,-26.16052437,664.9208374
440,470,0.89332491,338.2490234,385.6831665,-45.21102905,-27.34937859,655.2042847
445,470,0.28352165,339.1339111,378.7295532,-44.95204163,-27.58372116,655.8192749
450,470,0.15946388,341.5490723,381.1848755,-44.66950607,-27.53266335,656.2127686
455,470,0.36542147,356.1601563,386.2530518,-44.26044846,-27.32971954,654.7698364
460,470,0.74392569,370.0311279,386.1751404,-43.86446381,-27.28263474,653.4386597
465,470,0.5714103,379.6537781,386.8914185,-43.51166534,-27.23836327,652.7469482
470,470,0.63141155,385.8694458,386.5068054,-43.1940918,-27.24708366,652.564209
475,470,0.66587865,391.0953674,387.1290894,-42.88566971,-27.23236084,652.5297241
480,470,0.53014904,395.4797669,386.6809082,-42.58623505,-27.25408745,652.6201782
485,470,0.39448285,398.3125,386.107605,-42.3018074,-27.28896713,652.9429932
490,470,0.64710307,402.9221191,387.5309143,-41.9985466,-27.2545166,653.0006714
495,470,0.69535196,407.3807678,387.833374,-41.69746017,-27.25379181,653.0799561
500,470,0.71086764,412.7890015,387.946228,-41.38738632,-27.2528038,653.0166626
505,470,0.50021034,420.1420593,387.9071655,-41.05916977,-27.24435997,652.6612549
510,470,0.58361846,426.1109314,388.9022827,-40.74343872,-27.21406937,652.5137329
515,470,0.68483186,428.5410461,388.6119995,-40.46164322,-27.24305534,652.8956909
520,470,0.798823,433.7609253,388.6396484,-40.15348816,-27.2456665,652.859436
525,470,0.82858992,440.690155,388.0231628,-39.83024216,-27.25666809,652.5657349
530,470,0.85480356,445.1430054,387.3078919,-39.52975082,-27.28573418,652.6434326
535,470,0.93185729,449.2549439,389.0115356,-39.23046875,-27.24594116,652.7734985
540,470,0.50995648,452.5247803,388.7231751,-38.94007874,-27.26972771,653.0287476
545,470,0.65974891,460.516449,390.4109802,-38.6060257,-27.2065773,652.5755615
550,470,0.24515623,466.5335083,390.3237,-38.2911377,-27.20760345,652.4177246
555,470,0.77271163,470.5666809,389.2732239,-37.99436569,-27.24900436,652.5568237
560,470,0.61892605,477.51828,389.46875,-37.67124939,-27.23597527,652.2582398
565,470,0.6858176,497.962616,391.4789734,-37.23152542,-27.08753014,649.942627
570,470,0.7921949,487.5510864,391.1546936,-37.05784225,-27.19556999,652.2419434
575,470,0.69870329,491.3924561,390.7771912,-36.76198578,-27.21836472,652.4092407
580,470,0.59384954,506.1809387,388.7372131,-36.37546158,-27.22288322,650.9329834
585,470,0.68783331,503.9479981,390.9814758,-36.12846375,-27.20591354,652.0114746
590,470,0.987257,507.3158569,390.7102051,-35.83625031,-27.22845078,652.2489624
595,470,0.92627716,512.5166016,391.1149597,-35.52830124,-27.21990013,652.2113037
600,470,0.41203982,510.2002869,391.2660523,-35.28166962,-27.26494408,653.3051758
605,470,0.62842041,513.0281982,392.891571,-34.99148941,-27.23502159,653.6259766
610,470,0.53437632,516.7564697,392.9947205,-34.6949234,-27.24435616,653.8098755
615,470,0.62915349,522.4946289,392.9136658,-34.38234711,-27.24673462,653.6898193
620,470,0.73893523,526.9228516,392.119812,-34.08071899,-27.27817917,653.7670288
625,470,0.69771266,536.0317383,391.5407105,-33.74229431,-27.27443504,653.1370239
630,470,0.83305216,534.8233032,388.6782532,-33.48605728,-27.40164566,654.064148
635,470,0.79615241,537.4150391,388.8994751,-33.19750214,-27.41456032,654.4194946
640,470,0.60465926,545.0297852,392.7422485,-32.86751175,-27.28951454,654.0161743
645,470,0.78425866,547.5247803,390.7696228,-32.58100128,-27.36770058,654.3845215
650,470,0.62271011,582.1334229,391.1395264,-32.05360031,-27.17889023,649.9116821
655,470,0.68876469,583.8811646,392.2509155,-31.77149773,-27.17057228,650.3883667
660,470,0.82460076,670.7797241,394.4407349,-30.88073349,-26.61873627,638.303894
665,470,0.58245003,586.8873291,394.0513916,-31.20986557,-27.16929626,651.4168091
670,470,0.88573056,590.4121704,391.9700623,-30.91621971,-27.2439518,651.6254883
675,470,0.69721854,598.6486816,392.2856751,-30.58722305,-27.2191143,651.1259766
680,470,0.6496706,604.2414551,394.2759399,-30.27585983,-27.1612854,651.0254517
685,470,0.94241112,606.7940674,393.9415894,-29.98746872,-27.19047165,651.3806763
690,470,-0.27826416,611.6848145,393.113739,-29.68304253,-27.21983147,651.3833618
695,470,-0.24253988,613.2215576,392.6160584,-29.40118217,-27.26014328,651.8919678
700,470,0.66181916,614.3424683,392.389801,-29.12141228,-27.2951088,652.4647217
705,470,0.80694568,623.8945313,395.9156494,-28.78210831,-27.16734123,651.7647095
710,470,0.83269066,631.3330078,395.2207336,-28.46051216,-27.1770916,651.3821411
715,470,0.94074911,637.7945557,394.3294678,-28.14583778,-27.1986084,651.1465454
720,470,0.67161959,646.3312378,393.0620728,-27.81834221,-27.21838188,650.5976563
725,470,0.64977765,650.5547485,394.5786743,-27.51658821,-27.18274498,650.7005005
730,470,0.66332716,655.6979981,395.0772095,-27.20979118,-27.17137909,650.6634522
735,470,0.19845593,660.7120972,394.4083557,-26.90467834,-27.19519806,650.6452026
740,470,0.93642759,665.2030029,395.5235291,-26.60144615,-27.16965294,650.7063599
745,470,0.91647726,669.6010132,395.8858032,-26.29925156,-27.16686249,650.7811279
750,470,0.9882955,674.6184692,395.9698792,-25.99349785,-27.16843033,650.7618408
755,470,0.98595649,680.3021851,396.0613098,-25.68379784,-27.16566658,650.6416626
760,470,0.99106634,685.1757813,396.3579407,-25.37876892,-27.16182327,650.6436768
765,470,0.90833461,678.6828613,395.9766846,-25.14051819,-27.24820709,652.3651123
770,470,0.98869002,696.319397,396.696228,-24.76086426,-27.15302658,650.4358521
775,470,0.6799345,697.6778565,396.239502,-24.47647095,-27.19304085,650.9673462
780,470,0.85521591,694.1330566,396.3479919,-24.21870804,-27.24680328,652.2437744
785,470,0.96779323,711.961853,396.9308167,-23.8408165,-27.15437508,650.2836914
790,470,0.99186838,715.50354,397.2077332,-23.54319763,-27.15924072,650.4849854
795,470,0.99127388,720.7365723,397.4780579,-23.23622513,-27.15386391,650.4308472
800,470,0.99007696,726.2880249,397.8424683,-22.9275856,-27.14373016,650.328064
805,470,0.99041367,731.6470337,397.9963379,-22.620121,-27.14099693,650.2542725
810,470,0.99184859,736.8936157,397.9976502,-22.31347847,-27.14343071,650.1968384
815,470,0.99245125,742.1781006,398.1468201,-22.00657272,-27.14125252,650.1334229
820,470,0.86203504,747.8822632,397.8417358,-21.69792175,-27.14988899,650.0062256
825,470,0.85325694,756.6641846,397.0564575,-21.37448883,-27.15369225,649.4136963
830,470,0.99060613,757.7836304,398.5220947,-21.08734703,-27.13831329,649.9793701
835,470,0.9908672,763.3544312,398.7706909,-20.77915382,-27.13137817,649.871582
840,470,0.99224597,768.6616821,398.928009,-20.47236633,-27.12875175,649.8034058
845,470,0.99182546,774.1744385,399.0617676,-20.16469765,-27.12553596,649.7038574
850,470,0.98930812,780.0203247,399.2668152,-19.85549164,-27.11815834,649.553772
