x,y,u,v,u0,v0,ZNCC,iteration,convergence,feature,exx,eyy,exy
30,30,-0.41521394,-4.13914776,0,-4,0.99734634,4,0.00056634,0,-0.00046751,0.00297127,-0.00030177
32,30,-0.41526294,-4.14048004,0,-4,0.99749905,4,0.0005515,0,-0.00040724,0.00297606,-0.00031353
34,30,-0.41732633,-4.14183903,0,-4,0.99756569,4,0.00058366,0,-0.00039914,0.00297486,-0.00032763
36,30,-0.41657761,-4.14201021,0,-4,0.997531,4,0.00065782,0,-0.00038642,0.00295774,-0.00033584
38,30,-0.41610798,-4.14340401,0,-4,0.99742693,4,0.00052667,0,-0.00037196,0.00293834,-0.00034131
40,30,-0.41986266,-4.14532709,0,-4,0.99722654,4,0.00051615,0,-0.00035172,0.00292493,-0.00036246
42,30,-0.421334,-4.1471715,0,-4,0.99710989,4,0.00056193,0,-0.00033679,0.00291117,-0.00038608
44,30,-0.42125395,-4.14732885,0,-4,0.99702489,4,0.00044738,0,-0.00031971,0.00288684,-0.00040497
46,30,-0.42005566,-4.14658022,0,-4,0.99710715,4,0.00067309,0,-0.00030123,0.00286425,-0.00042549
48,30,-0.42078593,-4.14607716,0,-4,0.99724931,4,0.00042815,0,-0.0002852,0.00284189,-0.00044709
50,30,-0.41851273,-4.14922237,0,-4,0.9973231,4,0.00037945,0,-0.00026423,0.002817,-0.00047557
52,30,-0.42161101,-4.14998674,0,-4,0.99734396,4,0.00035471,0,-0.0002416,0.00279766,-0.00049802
54,30,-0.42217177,-4.14971828,0,-4,0.99737406,4,0.00050065,0,-0.00021635,0.00278108,-0.00051813
56,30,-0.42163247,-4.14922142,0,-4,0.99735886,4,0.00065167,0,-0.00019027,0.00276087,-0.00052238
58,30,-0.42061651,-4.15146112,0,-4,0.99737298,4,0.00042263,0,-0.00015316,0.00274124,-0.00051968
60,30,-0.42170477,-4.15311241,0,-4,0.99732494,4,0.00051818,0,-0.00013944,0.00273071,-0.00052614
62,30,-0.42119429,-4.15312052,0,-4,0.99742132,4,0.00046256,0,-0.00013772,0.00272097,-0.00053427
64,30,-0.42183289,-4.15437555,0,-4,0.99735695,4,0.0005684,0,-0.00012097,0.00270937,-0.00054568
66,30,-0.42237923,-4.15457439,0,-4,0.9971981,4,0.00050407,0,-0.0001121,0.00271072,-0.00054256
68,30,-0.42140177,-4.156003,0,-4,0.9970907,4,0.00059039,0,-0.00010977,0.00271714,-0.00052687
70,30,-0.42335078,-4.15852404,0,-4,0.99714321,4,0.00072644,0,-0.00009613,0.0027256,-0.00052009
72,30,-0.42281902,-4.15918493,0,-4,0.99705774,4,0.00046716,0,-0.00010129,0.0027289,-0.00050839
74,30,-0.42454377,-4.1586957,0,-4,0.99720842,4,0.00065156,0,-0.00011083,0.00273178,-0.00048361
76,30,-0.42324105,-4.15843725,0,-4,0.99711084,4,0.00072129,0,-0.00012477,0.00273639,-0.00045072
78,30,-0.42405322,-4.16085243,0,-4,0.99706542,4,0.00075803,0,-0.00013906,0.00272977,-0.00041102
80,30,-0.42469984,-4.16180897,0,-4,0.99702311,4,0.0005757,0,-0.0001579,0.00272451,-0.00037514
82,30,-0.42254859,-4.16203165,0,-4,0.99701047,4,0.00067128,0,-0.00017133,0.00272698,-0.00033466
84,30,-0.42608064,-4.16301012,0,-4,0.99694383,4,0.00048854,0,-0.00018037,0.00272288,-0.00029844
86,30,-0.42644227,-4.16289997,0,-4,0.99693632,4,0.00067481,0,-0.00020586,0.00273112,-0.00025822
88,30,-0.42665046,-4.16430521,0,-4,0.99690139,4,0.00050269,0,-0.00020508,0.00273175,-0.00022644
90,30,-0.42829838,-4.16390562,0,-4,0.99695361,4,0.00071923,0,-0.0002171,0.00273143,-0.00020541
92,30,-0.42879102,-4.16318178,0,-4,0.99689239,4,0.00060294,0,-0.00021651,0.00272642,-0.00017663
94,30,-0.42923063,-4.16207552,0,-4,0.99698675,4,0.00076996,0,-0.0002347,0.00272222,-0.00014998
96,30,-0.43062097,-4.16149664,0,-4,0.99693727,4,0.00058097,0,-0.00024572,0.00272344,-0.00011539
98,30,-0.4315764,-4.1621933,0,-4,0.99691093,4,0.00073029,0,-0.00024945,0.00270677,-0.00008526
100,30,-0.43235782,-4.16269445,0,-4,0.99674851,4,0.00048819,0,-0.00025228,0.0026989,-0.00005971
102,30,-0.43250483,-4.1624918,0,-4,0.9968031,4,0.00073306,0,-0.00023168,0.00269796,-0.00002737
104,30,-0.43521228,-4.16217041,0,-4,0.9968344,4,0.00060968,0,-0.0002246,0.00268451,0.00000272
106,30,-0.43319517,-4.16122007,0,-4,0.99690169,4,0.00067161,0,-0.00023924,0.00268385,0.00003597
108,30,-0.43426654,-4.1636095,0,-4,0.99687326,4,0.00052561,0,-0.00024405,0.0026706,0.00006692
110,30,-0.43575412,-4.16330242,0,-4,0.99693114,4,0.00053667,0,-0.00025409,0.00265282,0.0000864
112,30,-0.43740395,-4.162889,0,-4,0.99692822,4,0.0006939,0,-0.00025707,0.00264314,0.00011051
114,30,-0.43806225,-4.16355944,0,-4,0.99693251,4,0.0006096,0,-0.00026926,0.00264737,0.00013892
116,30,-0.43927851,-4.16146326,0,-4,0.99690366,4,0.00064194,0,-0.00027981,0.0026543,0.00016373
118,30,-0.43816876,-4.16157103,0,-4,0.99693692,4,0.00065248,0,-0.00028956,0.00266784,0.00018224
120,30,-0.43989831,-4.16276598,0,-4,0.99696404,4,0.00074646,0,-0.00031417,0.00268711,0.00020398
122,30,-0.44100133,-4.16030931,0,-4,0.99693841,4,0.0005455,0,-0.00032785,0.00269034,0.00021832
124,30,-0.44434041,-4.16193295,0,-4,0.9969002,4,0.00047977,0,-0.00034147,0.00269392,0.00021821
126,30,-0.44335762,-4.16181326,0,-4,0.99702865,4,0.00051305,0,-0.00032665,0.00269081,0.00022018
128,30,-0.44234583,-4.16198254,0,-4,0.99705172,4,0.00046328,0,-0.00031201,0.00267266,0.00021109
130,30,-0.44331643,-4.16327333,0,-4,0.99698579,4,0.0007801,0,-0.00030383,0.00266768,0.00020705
132,30,-0.44473922,-4.16341972,0,-4,0.99706626,4,0.00059582,0,-0.00031581,0.00266022,0.00020682
134,30,-0.4444558,-4.16318274,0,-4,0.99700922,4,0.00068493,0,-0.00032484,0.00264618,0.00020375
136,30,-0.44500187,-4.16308165,0,-4,0.99695224,4,0.00039214,0,-0.00034106,0.00264458,0.00020395
138,30,-0.44804543,-4.16488647,0,-4,0.99693406,4,0.00038915,0,-0.00034144,0.00262756,0.00020685
140,30,-0.44817328,-4.16267967,0,-4,0.99692273,4,0.00045737,0,-0.00035124,0.00260173,0.00020967
142,30,-0.44638616,-4.16311264,0,-4,0.99705333,4,0.00080735,0,-0.00035383,0.00259713,0.00021362
144,30,-0.44500074,-4.16328001,0,-4,0.99687481,4,0.00052035,0,-0.00037294,0.00259133,0.00020863
146,30,-0.44576922,-4.16260147,0,-4,0.99676758,4,0.0005571,0,-0.00039625,0.00258766,0.0002092
148,30,-0.44754654,-4.16387415,0,-4,0.99660498,4,0.00066286,0,-0.00039849,0.00258321,0.00021541
150,30,-0.45098531,-4.16360188,0,-4,0.99652952,4,0.00067213,0,-0.00040744,0.00256914,0.00022241
152,30,-0.45001075,-4.16427231,0,-4,0.99641055,4,0.00053431,0,-0.00041221,0.00255813,0.00022606
154,30,-0.45064408,-4.16461945,0,-4,0.99639225,4,0.00067628,0,-0.00042044,0.00255045,0.00023194
156,30,-0.44997874,-4.16200399,0,-4,0.9963643,4,0.00055903,0,-0.00042295,0.00253068,0.00023304
158,30,-0.45181492,-4.16102219,0,-4,0.99638468,4,0.00057757,0,-0.00044769,0.00251851,0.00022831
160,30,-0.45074841,-4.16191244,0,-4,0.99611276,4,0.00063314,0,-0.0004651,0.00251933,0.00022284
162,30,-0.45274523,-4.16121769,0,-4,0.99606735,4,0.00061866,0,-0.00046941,0.00250842,0.00022137
164,30,-0.4561533,-4.16029406,0,-4,0.9961071,4,0.0006693,0,-0.00045724,0.00249425,0.00022162
166,30,-0.45412233,-4.15839195,0,-4,0.99598962,4,0.00050763,0,-0.00044015,0.0024852,0.00021963
168,30,-0.45686251,-4.15692759,0,-4,0.99608582,4,0.00075874,0,-0.00042304,0.0024672,0.00021241
170,30,-0.45685831,-4.15682411,0,-4,0.99600905,4,0.00078492,0,-0.00041725,0.00245786,0.00019439
172,30,-0.45886937,-4.15512323,0,-4,0.99585223,4,0.00066543,0,-0.00040652,0.00246369,0.00016947
174,30,-0.45738727,-4.15388393,0,-4,0.99575806,4,0.00059191,0,-0.00040754,0.00246485,0.00014569
176,30,-0.46021017,-4.15407944,0,-4,0.99566448,4,0.00053029,0,-0.00040188,0.00246463,0.00013219
178,30,-0.4606896,-4.1543684,0,-4,0.99575347,4,0.00081777,0,-0.00039426,0.00246761,0.00010804
180,30,-0.46078977,-4.15291166,0,-4,0.99590874,4,0.00062053,0,-0.00038395,0.00246617,0.00007861
182,30,-0.46096119,-4.15116215,0,-4,0.99595362,4,0.00064294,0,-0.00036559,0.00246843,0.00003601
184,30,-0.46108469,-4.15243483,0,-4,0.99608278,4,0.00061173,0,-0.00036375,0.00247203,-0.00001326
186,30,-0.46148938,-4.15182638,0,-4,0.99615359,4,0.00070718,0,-0.00035824,0.00247861,-0.00004637
188,30,-0.46198803,-4.15204239,0,-4,0.99626881,4,0.00077714,0,-0.00036229,0.00248799,-0.00007908
190,30,-0.46164289,-4.15444469,0,-4,0.99621028,4,0.00065581,0,-0.00036405,0.00249441,-0.0001083
192,30,-0.46481532,-4.15446234,0,-4,0.99632901,4,0.00057376,0,-0.00035964,0.00249867,-0.00013645
194,30,-0.46544102,-4.15255642,0,-4,0.99626994,4,0.00069664,0,-0.00037183,0.0025124,-0.0001464
196,30,-0.46534407,-4.15389109,0,-4,0.99612367,4,0.0006289,0,-0.00037424,0.00252889,-0.00016838
198,30,-0.4659183,-4.15545607,0,-4,0.99608499,4,0.00060646,0,-0.00039445,0.00254666,-0.00018943
200,30,-0.46473214,-4.15758896,0,-4,0.99605507,4,0.0008104,0,-0.00039213,0.00258048,-0.00020802
202,30,-0.46559754,-4.15987873,0,-4,0.9958716,4,0.00087137,0,-0.0003917,0.00260969,-0.00021311
204,30,-0.46872655,-4.16016865,0,-4,0.99584174,5,0.00019677,0,-0.00037222,0.0026469,-0.00021532
206,30,-0.4686861,-4.16150093,0,-4,0.9957239,5,0.00052796,0,-0.00034274,0.00269241,-0.00022002
208,30,-0.46919167,-4.16254997,0,-4,0.99550593,5,0.00029183,0,-0.0003025,0.00275124,-0.00022928
210,30,-0.46747991,-4.16306829,0,-4,0.99559689,5,0.00034354,0,-0.00026706,0.00280224,-0.00024134
212,30,-0.47186741,-4.16337109,0,-4,0.99558997,5,0.00025747,0,-0.00025906,0.00284647,-0.00024342
214,30,-0.4702237,-4.16382456,0,-4,0.99556816,5,0.00023991,0,-0.00024913,0.00289718,-0.00023835
216,30,-0.47340339,-4.16572618,0,-4,0.99544811,5,0.00018094,0,-0.00024204,0.00294148,-0.00023541
218,30,-0.4718616,-4.16612291,0,-4,0.99537981,5,0.00021026,0,-0.0002241,0.00297992,-0.00023279
220,30,-0.47362649,-4.16471624,0,-4,0.99539578,5,0.00022272,0,-0.00018681,0.00300687,-0.00023488
222,30,-0.47314104,-4.16620827,0,-4,0.99532312,5,0.00020562,0,-0.0001471,0.00302723,-0.00024186
224,30,-0.4716329,-4.16789246,0,-4,0.99529672,5,0.00023541,0,-0.00011533,0.00305478,-0.0002478
226,30,-0.47062147,-4.16949654,0,-4,0.9950521,5,0.00026895,0,-0.00007195,0.00308348,-0.00025537
228,30,-0.47104996,-4.1706543,0,-4,0.99518001,5,0.00022349,0,-0.00002754,0.00311777,-0.0002632
30,32,-0.41631582,-4.13392115,0,-4,0.99742901,4,0.00067876,0,-0.00047598,0.00299042,-0.00029243
32,32,-0.4166759,-4.1353159,0,-4,0.99754363,4,0.00069961,0,-0.00041976,0.00299169,-0.00030966
34,32,-0.4186838,-4.13640881,0,-4,0.99759817,4,0.00063723,0,-0.0004112,0.00298903,-0.00032626
36,32,-0.41730478,-4.13647079,0,-4,0.99755102,4,0.00070559,0,-0.00039748,0.00296978,-0.00033667
38,32,-0.4173488,-4.13774967,0,-4,0.99746495,4,0.00050552,0,-0.0003863,0.00295506,-0.00034307
40,32,-0.42085129,-4.13935804,0,-4,0.99727476,4,0.00051425,0,-0.00037019,0.00294466,-0.00036183
42,32,-0.4223876,-4.14140415,0,-4,0.99716514,4,0.00060506,0,-0.000356,0.00293552,-0.00038464
44,32,-0.42298734,-4.14198494,0,-4,0.99706256,4,0.00048614,0,-0.00033947,0.00291878,-0.00040191
46,32,-0.42217976,-4.1409483,0,-4,0.99715358,4,0.00075715,0,-0.00032058,0.00290396,-0.00042104
48,32,-0.42314363,-4.14018154,0,-4,0.99727422,4,0.00055139,0,-0.00030495,0.00288743,-0.00043904
50,32,-0.42123604,-4.14368725,0,-4,0.99730796,4,0.00046495,0,-0.00028145,0.0028647,-0.00046513
52,32,-0.4235602,-4.14430046,0,-4,0.99735868,4,0.00044283,0,-0.00025679,0.00284716,-0.00048514
54,32,-0.42437321,-4.14385986,0,-4,0.99739301,4,0.00054873,0,-0.00023166,0.00283519,-0.00050376
56,32,-0.42356786,-4.14332771,0,-4,0.9973678,4,0.00062091,0,-0.00020425,0.00281693,-0.00050436
58,32,-0.42276272,-4.14601469,0,-4,0.99739325,4,0.00042777,0,-0.00016568,0.00280218,-0.00050127
60,32,-0.42351732,-4.14758968,0,-4,0.99732137,4,0.00054607,0,-0.00014831,0.00279267,-0.00050698
62,32,-0.42230624,-4.14742136,0,-4,0.99736744,4,0.00054949,0,-0.0001465,0.00278138,-0.00051421
64,32,-0.42273343,-4.14902353,0,-4,0.99730587,4,0.00073616,0,-0.00012719,0.00276997,-0.00052419
66,32,-0.42339069,-4.14937353,0,-4,0.99716473,4,0.00063606,0,-0.00011501,0.00277088,-0.00051839
68,32,-0.42262325,-4.15116405,0,-4,0.99704826,4,0.00078125,0,-0.00011355,0.00277707,-0.00050226
70,32,-0.42362136,-4.15329266,0,-4,0.99711454,4,0.00097069,0,-0.00009675,0.00278042,-0.00049453
72,32,-0.42286596,-4.1545558,0,-4,0.99702126,4,0.00074198,0,-0.00009757,0.00277832,-0.00048328
74,32,-0.42553866,-4.15328074,0,-4,0.9971711,4,0.00072765,0,-0.00010258,0.0027762,-0.00045968
76,32,-0.42383635,-4.15341663,0,-4,0.99707633,4,0.00080911,0,-0.00011348,0.00277476,-0.00042906
78,32,-0.42459509,-4.15627432,0,-4,0.99703795,4,0.00080757,0,-0.00012453,0.0027626,-0.00039206
80,32,-0.42564502,-4.15709734,0,-4,0.99697739,4,0.00073681,0,-0.00014136,0.00275006,-0.00035831
82,32,-0.42271617,-4.15767241,0,-4,0.99699241,4,0.00068284,0,-0.00015155,0.00274696,-0.00032047
84,32,-0.42623237,-4.15801907,0,-4,0.99693245,4,0.00061184,0,-0.00015939,0.0027398,-0.00028688
86,32,-0.42700091,-4.15747166,0,-4,0.99693149,4,0.00078991,0,-0.00018583,0.00273974,-0.00025011
88,32,-0.42748666,-4.15875149,0,-4,0.99690491,4,0.00056851,0,-0.00018366,0.00273624,-0.00022163
90,32,-0.42926055,-4.15828609,0,-4,0.9969458,4,0.00069349,0,-0.00019467,0.00273224,-0.00020357
92,32,-0.42977548,-4.15715647,0,-4,0.99686241,4,0.00062184,0,-0.00019304,0.00272458,-0.00017722
94,32,-0.43061593,-4.15636063,0,-4,0.99697649,4,0.00071483,0,-0.00021099,0.00271758,-0.00015343
96,32,-0.43210614,-4.15588236,0,-4,0.99694914,4,0.0005608,0,-0.00021961,0.00271692,-0.00012044
98,32,-0.4330858,-4.1567359,0,-4,0.99694335,4,0.00068521,0,-0.00022272,0.0026996,-0.00009198
100,32,-0.43378001,-4.15666819,0,-4,0.99680233,4,0.00050903,0,-0.00022604,0.00269128,-0.00006721
102,32,-0.4342297,-4.15683746,0,-4,0.99686629,4,0.00076384,0,-0.00020445,0.00269097,-0.00003616
104,32,-0.43672913,-4.15773201,0,-4,0.99689478,4,0.00063206,0,-0.00019634,0.00268103,-0.00000782
106,32,-0.43453842,-4.15760088,0,-4,0.99694324,4,0.00070348,0,-0.00021495,0.00268215,0.00002327
108,32,-0.43520322,-4.1600275,0,-4,0.99689072,4,0.00058537,0,-0.00022282,0.00267412,0.00005178
110,32,-0.43626368,-4.15913868,0,-4,0.99691069,4,0.00057398,0,-0.00023449,0.00266436,0.00007031
112,32,-0.43762469,-4.15892076,0,-4,0.99688518,4,0.00072994,0,-0.00024074,0.00266014,0.00009337
114,32,-0.43784267,-4.15921021,0,-4,0.99683279,4,0.00062616,0,-0.00025475,0.00266624,0.00011932
116,32,-0.43904585,-4.15707779,0,-4,0.99680728,4,0.00067343,0,-0.00026701,0.00267737,0.00014432
118,32,-0.43856892,-4.15777493,0,-4,0.9968062,4,0.00067771,0,-0.00027914,0.00268919,0.0001623
120,32,-0.44004437,-4.15937567,0,-4,0.99682003,4,0.00074691,0,-0.00030302,0.00270097,0.00018364
122,32,-0.4396354,-4.15739727,0,-4,0.99681711,4,0.00063927,0,-0.00031543,0.00270132,0.00020024
124,32,-0.44327965,-4.1589179,0,-4,0.99676621,4,0.00053394,0,-0.00033037,0.00270197,0.00020334
126,32,-0.44295272,-4.15851784,0,-4,0.99692732,4,0.00063508,0,-0.00031683,0.00269494,0.00020584
128,32,-0.44215015,-4.15805101,0,-4,0.99696422,4,0.00047382,0,-0.00030481,0.00267559,0.00019953
130,32,-0.44223717,-4.15892076,0,-4,0.99687654,4,0.00092068,0,-0.00030053,0.00266602,0.00019762
132,32,-0.44415095,-4.15915203,0,-4,0.9969542,4,0.00061138,0,-0.00031581,0.00265724,0.00019881
134,32,-0.44366238,-4.15880489,0,-4,0.99690056,4,0.00066556,0,-0.00032915,0.00264276,0.00019738
136,32,-0.44415671,-4.15873241,0,-4,0.99682415,4,0.00041698,0,-0.00034777,0.00263848,0.0001991
138,32,-0.44792438,-4.16050863,0,-4,0.99678695,4,0.00047805,0,-0.00035019,0.00262303,0.00020448
140,32,-0.44796851,-4.15879107,0,-4,0.99675369,4,0.00040307,0,-0.00036133,0.00259608,0.0002095
142,32,-0.44646361,-4.15927696,0,-4,0.99691772,4,0.00076626,0,-0.00036257,0.00258705,0.00021482
144,32,-0.44510984,-4.15930653,0,-4,0.99675542,4,0.00053595,0,-0.0003806,0.0025752,0.00021286
146,32,-0.44599259,-4.15860462,0,-4,0.99666429,4,0.00059758,0,-0.00040396,0.00256817,0.00021467
148,32,-0.44768652,-4.16023397,0,-4,0.99651116,4,0.00077069,0,-0.00040489,0.00256273,0.00022282
150,32,-0.4508886,-4.15997982,0,-4,0.99644005,4,0.00072142,0,-0.00041346,0.00254675,0.00022951
152,32,-0.44990835,-4.1601491,0,-4,0.99637938,4,0.00052885,0,-0.00042105,0.00253734,0.00023395
154,32,-0.45002702,-4.16030216,0,-4,0.99636912,4,0.00061876,0,-0.00042949,0.0025293,0.00024081
156,32,-0.45002452,-4.15736389,0,-4,0.99634159,4,0.000517,0,-0.00043448,0.00251186,0.00024216
158,32,-0.45122412,-4.15647984,0,-4,0.99638665,4,0.00060226,0,-0.0004614,0.00249989,0.00023975
160,32,-0.4504137,-4.15741777,0,-4,0.99613506,4,0.0006832,0,-0.00047819,0.00249776,0.00023718
162,32,-0.45211047,-4.1569953,0,-4,0.9961105,4,0.0006233,0,-0.00048175,0.00248547,0.00023635
164,32,-0.45525804,-4.15643835,0,-4,0.99617749,4,0.00071452,0,-0.00046953,0.00247059,0.00023677
166,32,-0.45334098,-4.15494967,0,-4,0.99611163,4,0.00041919,0,-0.00044887,0.00246246,0.00023455
168,32,-0.45586315,-4.15396738,0,-4,0.99621719,4,0.00071838,0,-0.00042841,0.00244702,0.00022967
170,32,-0.45552644,-4.15381908,0,-4,0.99611992,4,0.00074455,0,-0.00042191,0.00243923,0.00021337
172,32,-0.45722526,-4.1524992,0,-4,0.99606472,4,0.00065756,0,-0.0004128,0.00244502,0.00018972
174,32,-0.45659667,-4.15072441,0,-4,0.99599063,4,0.00061562,0,-0.00041601,0.00244439,0.00016613
176,32,-0.45944822,-4.15098953,0,-4,0.99587786,4,0.00047615,0,-0.00041045,0.00244439,0.00015195
178,32,-0.46037614,-4.1511631,0,-4,0.99599117,4,0.00077842,0,-0.0004044,0.00244752,0.00012816
180,32,-0.46114734,-4.14972353,0,-4,0.99612933,4,0.00058811,0,-0.00039383,0.00244993,0.00009697
182,32,-0.46128705,-4.1479907,0,-4,0.99621814,4,0.00073528,0,-0.00037548,0.00245562,0.00005428
184,32,-0.4613927,-4.14898825,0,-4,0.99633557,4,0.00057569,0,-0.00037214,0.00246387,0.00000482
186,32,-0.46255803,-4.14868355,0,-4,0.99639964,4,0.00072519,0,-0.00036448,0.00247581,-0.00002677
188,32,-0.46290857,-4.14899921,0,-4,0.99645847,4,0.00076874,0,-0.00036547,0.00249135,-0.00005923
190,32,-0.46365887,-4.151577,0,-4,0.99626291,4,0.00066844,0,-0.00036567,0.00250695,-0.00008725
192,32,-0.4669452,-4.15152836,0,-4,0.99632102,4,0.00057466,0,-0.00035913,0.00252011,-0.00011585
194,32,-0.46751222,-4.14969683,0,-4,0.99620241,4,0.00064826,0,-0.00037181,0.002542,-0.00012648
196,32,-0.46752599,-4.15103626,0,-4,0.9960568,4,0.00056764,0,-0.00037631,0.00256526,-0.00014779
198,32,-0.46748212,-4.15222263,0,-4,0.99605179,4,0.00057492,0,-0.00039796,0.00258767,-0.00016713
200,32,-0.46669793,-4.15436411,0,-4,0.99605614,4,0.00072927,0,-0.00039936,0.00262253,-0.00018474
202,32,-0.46774426,-4.15575504,0,-4,0.99586493,4,0.00067594,0,-0.00040245,0.00265595,-0.0001882
204,32,-0.46985784,-4.15545273,0,-4,0.99576342,4,0.00093717,0,-0.00038286,0.00269566,-0.00019108
206,32,-0.46995634,-4.15673637,0,-4,0.99560189,5,0.00040456,0,-0.00035129,0.00274381,-0.0001948
208,32,-0.47013807,-4.15789652,0,-4,0.99537921,5,0.00023441,0,-0.00030744,0.00280199,-0.00020225
210,32,-0.46870831,-4.15826082,0,-4,0.99543071,5,0.00026317,0,-0.00027138,0.00285407,-0.00021348
212,32,-0.47290251,-4.15849924,0,-4,0.99535763,5,0.00025194,0,-0.00026492,0.00289696,-0.00021475
214,32,-0.47013411,-4.15952921,0,-4,0.99535549,5,0.00024299,0,-0.00025504,0.00294553,-0.00020809
216,32,-0.47390464,-4.16105509,0,-4,0.99525541,4,0.00089372,0,-0.00024908,0.00298633,-0.00020416
218,32,-0.47185531,-4.16166115,0,-4,0.99520749,5,0.00019855,0,-0.00023555,0.00302289,-0.00020086
220,32,-0.4741286,-4.15973091,0,-4,0.99523681,5,0.00022858,0,-0.00020205,0.00304886,-0.00020198
222,32,-0.4737944,-4.16096115,0,-4,0.99523813,5,0.00026147,0,-0.0001646,0.0030679,-0.00020808
224,32,-0.47194299,-4.16250658,0,-4,0.99525082,5,0.00027143,0,-0.00013513,0.00308896,-0.00021059
226,32,-0.47017497,-4.16354084,0,-4,0.99504012,5,0.00036424,0,-0.00009254,0.00311047,-0.00021716
228,32,-0.47058016,-4.16440058,0,-4,0.99524832,5,0.0002485,0,-0.00005062,0.0031346,-0.000222
30,34,-0.41682574,-4.12883902,0,-4,0.99741876,4,0.00082294,0,-0.00048297,0.0029946,-0.00028594
32,34,-0.41729411,-4.12960243,0,-4,0.99748486,4,0.00079392,0,-0.00043046,0.00299288,-0.00030791
34,34,-0.41903386,-4.13104868,0,-4,0.99752802,4,0.00077193,0,-0.00042124,0.00298738,-0.00032599
36,34,-0.41717172,-4.13112688,0,-4,0.9974581,4,0.00079933,0,-0.00040928,0.00297322,-0.00033701
38,34,-0.41755942,-4.1323638,0,-4,0.99739152,4,0.00055686,0,-0.00039891,0.00295863,-0.00034259
40,34,-0.42052528,-4.13422632,0,-4,0.99719143,4,0.00055402,0,-0.00038479,0.00295105,-0.0003596
42,34,-0.42298469,-4.13660431,0,-4,0.99705511,4,0.00061719,0,-0.00037183,0.00294541,-0.00037861
44,34,-0.42357573,-4.13740349,0,-4,0.99694592,4,0.0005171,0,-0.00035498,0.00293354,-0.00039217
46,34,-0.42216462,-4.13665056,0,-4,0.99705738,4,0.00075372,0,-0.00033767,0.00292262,-0.00041125
48,34,-0.42370385,-4.13587666,0,-4,0.99717027,4,0.00057364,0,-0.00032324,0.00290952,-0.00042775
50,34,-0.42141986,-4.13935947,0,-4,0.99718636,4,0.00056189,0,-0.00029858,0.00288981,-0.00045156
52,34,-0.4238016,-4.13975954,0,-4,0.99722487,4,0.00049996,0,-0.00027347,0.00287474,-0.00046976
54,34,-0.42443356,-4.13864803,0,-4,0.9972558,4,0.00063184,0,-0.00024758,0.00286434,-0.00048739
56,34,-0.42445454,-4.13893747,0,-4,0.99722672,4,0.00060455,0,-0.00021876,0.00285013,-0.0004879
58,34,-0.42410862,-4.14163589,0,-4,0.99724776,4,0.00051864,0,-0.00017996,0.00283484,-0.00048548
60,34,-0.42405084,-4.14330626,0,-4,0.99717522,4,0.00055813,0,-0.00015914,0.00282516,-0.00049024
62,34,-0.42280841,-4.14318323,0,-4,0.99721777,4,0.0005847,0,-0.00015645,0.00281442,-0.00049855
64,34,-0.42353112,-4.14524746,0,-4,0.99717295,4,0.00082336,0,-0.00013444,0.00280309,-0.00050671
66,34,-0.42442283,-4.14551783,0,-4,0.99703753,4,0.00075677,0,-0.00011938,0.00280133,-0.00049987
68,34,-0.42361483,-4.14739895,0,-4,0.99691999,4,0.00090701,0,-0.00011671,0.00280628,-0.0004841
70,34,-0.42489898,-4.14917421,0,-4,0.99695307,5,0.00024105,0,-0.00009741,0.00280894,-0.00047567
72,34,-0.42323914,-4.14913845,0,-4,0.9968062,4,0.00091367,0,-0.00009545,0.00280343,-0.00046653
74,34,-0.42655477,-4.14854908,0,-4,0.99701113,4,0.00083035,0,-0.00009646,0.00279764,-0.0004444
76,34,-0.42487541,-4.14863443,0,-4,0.99697566,4,0.00094007,0,-0.00010583,0.00279223,-0.00041589
78,34,-0.42540711,-4.15095234,0,-4,0.99693692,4,0.00090023,0,-0.00011466,0.00277907,-0.00038163
80,34,-0.42733502,-4.15175343,0,-4,0.99687791,4,0.00075933,0,-0.00012891,0.00276431,-0.00035147
82,34,-0.42355654,-4.15191555,0,-4,0.99684352,4,0.00063428,0,-0.00013602,0.00275896,-0.00031605
84,34,-0.42734337,-4.15256929,0,-4,0.9968065,4,0.0005968,0,-0.00014296,0.00274964,-0.0002844
86,34,-0.42844951,-4.15281773,0,-4,0.99681681,4,0.00076572,0,-0.00016933,0.00274806,-0.00025157
88,34,-0.42811438,-4.15364122,0,-4,0.9967618,4,0.00061479,0,-0.00016635,0.00274339,-0.00022583
90,34,-0.42968708,-4.15400171,0,-4,0.99679619,4,0.00067266,0,-0.00017557,0.00273974,-0.0002105
92,34,-0.43013716,-4.15227938,0,-4,0.99672353,4,0.00056373,0,-0.00017343,0.00273358,-0.00018575
94,34,-0.43105265,-4.15111256,0,-4,0.9968366,4,0.00066037,0,-0.00018995,0.00272841,-0.00016192
96,34,-0.4323248,-4.15038157,0,-4,0.99684393,4,0.00055206,0,-0.00019734,0.00272479,-0.0001301
98,34,-0.43318948,-4.15107918,0,-4,0.99689043,4,0.00062086,0,-0.00019898,0.00271108,-0.00010095
100,34,-0.43371701,-4.15164852,0,-4,0.99679035,4,0.0005436,0,-0.00020236,0.00270684,-0.00007548
102,34,-0.43351081,-4.15242147,0,-4,0.99688309,4,0.00086292,0,-0.00018021,0.00270832,-0.0000463
104,34,-0.43712941,-4.15424395,0,-4,0.99695361,4,0.00077086,0,-0.00017149,0.00270059,-0.00001846
