x,y,u,v,u0,v0,ZNCC,iteration,convergence,feature,exx,eyy,exy,subset_rx,subset_ry,
30.00000000,30.00000000,-0.41569957,-4.13908386,0.00000000,-4.00000000,0.99734634,4.00000000,0.00056632,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
32.00000000,30.00000000,-0.41575599,-4.14041567,0.00000000,-4.00000000,0.99749905,4.00000000,0.00055146,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
34.00000000,30.00000000,-0.41785136,-4.14179611,0.00000000,-4.00000000,0.99756569,4.00000000,0.00058366,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
36.00000000,30.00000000,-0.41719788,-4.14198637,0.00000000,-4.00000000,0.99753100,4.00000000,0.00065778,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
38.00000000,30.00000000,-0.41657630,-4.14338684,0.00000000,-4.00000000,0.99742693,4.00000000,0.00052668,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
40.00000000,30.00000000,-0.42031026,-4.14532328,0.00000000,-4.00000000,0.99722654,4.00000000,0.00051608,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
42.00000000,30.00000000,-0.42181593,-4.14716530,0.00000000,-4.00000000,0.99710989,4.00000000,0.00056195,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
44.00000000,30.00000000,-0.42166844,-4.14734030,0.00000000,-4.00000000,0.99702489,4.00000000,0.00044737,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
46.00000000,30.00000000,-0.42005557,-4.14657974,0.00000000,-4.00000000,0.99710715,4.00000000,0.00067305,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
48.00000000,30.00000000,-0.42109653,-4.14607573,0.00000000,-4.00000000,0.99724931,4.00000000,0.00042818,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
50.00000000,30.00000000,-0.41883835,-4.14922285,0.00000000,-4.00000000,0.99732310,4.00000000,0.00037957,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
52.00000000,30.00000000,-0.42191336,-4.14998102,0.00000000,-4.00000000,0.99734396,4.00000000,0.00035483,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
54.00000000,30.00000000,-0.42254475,-4.14971924,0.00000000,-4.00000000,0.99737406,4.00000000,0.00050072,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
56.00000000,30.00000000,-0.42208943,-4.14924049,0.00000000,-4.00000000,0.99735886,4.00000000,0.00065164,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
58.00000000,30.00000000,-0.42097753,-4.15145350,0.00000000,-4.00000000,0.99737298,4.00000000,0.00042283,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
60.00000000,30.00000000,-0.42215267,-4.15308857,0.00000000,-4.00000000,0.99732494,4.00000000,0.00051802,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
62.00000000,30.00000000,-0.42119429,-4.15312052,0.00000000,-4.00000000,0.99742132,4.00000000,0.00046259,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
64.00000000,30.00000000,-0.42183286,-4.15437555,0.00000000,-4.00000000,0.99735695,4.00000000,0.00056837,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,16.00000000,
