x,y,u,ux,uy,v,vx,vy
46,94,-0.43979076,-0.00046885,-0.00038906,-3.9551146,-0.00033096,0.00309265
48,94,-0.44270769,-0.00042981,-0.00036437,-3.95530319,-0.00022287,0.00313342
50,94,-0.44156888,-0.00053424,-0.00030249,-3.95629096,-0.00053741,0.00311244
52,94,-0.44349495,-0.00035042,-0.00004814,-3.95694923,-0.00073193,0.00320649
54,94,-0.44323173,-0.00004828,0.00004009,-3.95767236,-0.00071633,0.00316918
56,94,-0.44125643,-0.00016946,-0.00007612,-3.96069717,-0.00068754,0.00303686
58,94,-0.44186741,0.00012541,0.0000462,-3.95942497,-0.00070157,0.00313878
60,94,-0.44111019,0.00065935,-0.00001649,-3.96141243,-0.00072808,0.00320709
62,94,-0.43948811,0.0004518,-0.0001696,-3.96344781,-0.00047658,0.0033139
64,94,-0.43886244,0.00127256,-0.00011541,-3.96445942,-0.00028075,0.00332427
66,94,-0.43871531,0.00111616,-0.00036127,-3.96434093,0.00007573,0.00344908
68,94,-0.43561366,0.00113308,-0.00017906,-3.96388578,-0.00026431,0.00344908
70,94,-0.43481672,0.00113392,-0.00041073,-3.96339488,-0.00029348,0.00339675
72,94,-0.43224433,0.00120342,-0.00032934,-3.96460748,-0.00019627,0.0032748
74,94,-0.43059906,0.00097835,-0.00042522,-3.96477509,-0.00032708,0.00323594
76,94,-0.4315069,0.00115454,-0.00006586,-3.9659586,-0.0002091,0.00311506
78,94,-0.42872339,0.00116527,-0.0002094,-3.96733761,-0.00027225,0.00328159
80,94,-0.4266389,0.00085306,-0.0000344,-3.96958208,-0.00029302,0.00330961
82,94,-0.43020895,-0.00012326,-0.00004042,-3.96935296,-0.00009057,0.00322032
84,94,-0.42563501,-0.0001865,-0.0003718,-3.96853423,-0.0002185,0.00325882
86,94,-0.42525735,-0.00001383,-0.00027653,-3.96877861,-0.00031091,0.00315499
88,94,-0.42641601,-0.0005005,-0.00037845,-3.97096515,-0.00019426,0.00310349
90,94,-0.42452231,-0.00015509,-0.00051106,-3.9722569,-0.00057356,0.00316358
92,94,-0.42329895,-0.00039935,-0.0003873,-3.97239161,-0.00063208,0.00302231
94,94,-0.42712572,-0.00062275,-0.00036042,-3.97285628,-0.0006119,0.00307643
96,94,-0.42701125,-0.00044501,-0.00048588,-3.97256351,-0.00062419,0.00309837
98,94,-0.42623878,-0.00011122,-0.00011473,-3.97428846,-0.00045175,0.00309467
100,94,-0.42678338,-0.00010419,-0.00004985,-3.97476101,-0.00034736,0.00344861
102,94,-0.42997897,-0.00008601,-0.00022281,-3.97587681,-0.00001799,0.00332081
104,94,-0.43093026,-0.00039279,-0.00024889,-3.97688532,-0.00024442,0.00357592
106,94,-0.4309341,-0.00042307,-0.00019878,-3.97898984,-0.0003535,0.00345826
108,94,-0.429553,-0.00018764,-0.00015993,-3.97869229,-0.00016784,0.00344205
110,94,-0.43147001,0.00002265,0.00003791,-3.97902417,-0.00030102,0.00354731
112,94,-0.43140841,0.00019145,-0.00008042,-3.97801638,-0.00005797,0.0033319
114,94,-0.42738247,-0.00056076,-0.00008955,-3.97869372,-0.00045227,0.00297558
116,94,-0.43094483,-0.00015736,0.00012544,-3.98004484,-0.00007578,0.00328815
118,94,-0.43023065,-0.00024068,-0.00008465,-3.97924638,0.00019749,0.00327587
120,94,-0.43438196,-0.00063759,-0.00000305,-3.97961378,0.00015832,0.00299442
122,94,-0.43381715,-0.0003413,0.00003842,-3.98030663,0.000105,0.00305951
124,94,-0.43511662,-0.00009465,0.00013274,-3.97866988,0.00005251,0.00301743
126,94,-0.43552399,-0.00066137,0.00002564,-3.98004889,-0.00004136,0.00266635
128,94,-0.43515396,-0.00034785,0.00024679,-3.98093009,-0.00008588,0.00266242
130,94,-0.437343,-0.00060546,0.00035142,-3.98150301,0.00023523,0.00240207
132,94,-0.43592477,-0.00027806,-0.0000072,-3.98090529,0.00021776,0.00241756
134,94,-0.43628335,-0.00007886,0.00003528,-3.98389411,-0.00042502,0.00236881
136,94,-0.43675268,-0.00043499,0.00008083,-3.98334551,-0.00032798,0.0024662
138,94,-0.43629399,-0.00035262,-0.00003549,-3.98377466,-0.00017755,0.00251424
140,94,-0.43679473,-0.00024533,0.00007129,-3.98315692,-0.00044268,0.00230992
142,94,-0.43882406,-0.00019407,0.00002386,-3.98286176,-0.0003604,0.00236201
144,94,-0.43984887,-0.00000393,0.00010237,-3.98347688,-0.0001272,0.00238383
146,94,-0.43971747,0.00023341,0.00012297,-3.98252511,-0.00037855,0.0023241
148,94,-0.43962207,0.00010693,0.00007419,-3.98334074,-0.00043352,0.00227559
150,94,-0.43986186,0.00042522,0.00026992,-3.98502374,-0.0003639,0.00232065
152,94,-0.43708411,0.00003386,0.00024024,-3.98573947,-0.00030481,0.00235283
154,94,-0.43947479,-0.00031042,-0.00005178,-3.9860692,-0.00013439,0.00235784
156,94,-0.44078889,-0.00012547,0.00020325,-3.98776817,-0.00019372,0.00224149
158,94,-0.44181928,-0.00049174,0.0001616,-3.98933363,0.00004544,0.00225306
160,94,-0.44093695,-0.0005042,0.00024634,-3.98837733,-0.00020955,0.00233674
162,94,-0.44238627,0.00005186,0.00003583,-3.98710942,-0.00000849,0.00239456
164,94,-0.44225824,-0.0008195,-0.00026936,-3.98742533,-0.00004621,0.00224948
166,94,-0.44292831,-0.00059193,0.00010885,-3.98646474,0.00023849,0.00225568
168,94,-0.44539675,-0.00025076,0.00006014,-3.98583317,-0.00003106,0.00239527
170,94,-0.443795,-0.00050569,0.00018133,-3.98584652,0.00026275,0.00222552
172,94,-0.44539917,-0.0004819,0.00027856,-3.98485422,0.00008454,0.00230598
174,94,-0.4444297,-0.00014877,0.00015276,-3.98461819,0.00036754,0.0022341
176,94,-0.44653371,-0.00052565,0.00017265,-3.98704267,0.00015404,0.0023092
178,94,-0.44677293,-0.00041223,0.00020584,-3.98685098,0.00038382,0.00238991
180,94,-0.44817701,-0.00023419,0.00024609,-3.98529673,0.00044149,0.00231695
182,94,-0.44932967,-0.00066686,-0.00004387,-3.98318648,0.00050669,0.00238431
184,94,-0.45107356,-0.00037843,0.00022965,-3.98453999,0.00037479,0.00235355
186,94,-0.45515579,-0.00024509,0.00042829,-3.98348212,0.00039909,0.00248015
188,94,-0.45475647,-0.00042176,0.00061665,-3.98349094,-0.00040188,0.00219035
190,94,-0.45519963,-0.00099921,0.00026081,-3.98261642,-0.00043869,0.00215721
192,94,-0.45626482,-0.00057888,0.00041078,-3.98191953,0.00003138,0.00222349
194,94,-0.4579888,-0.00075823,0.00048002,-3.98099065,0.00000672,0.00207233
196,94,-0.45884168,-0.00059396,0.00066715,-3.9841392,-0.00008249,0.00200403
198,94,-0.45859924,-0.00067413,0.00079251,-3.9819901,0.00015356,0.00211918
200,94,-0.4587554,-0.00077492,0.00069837,-3.98241711,-0.00009134,0.00181508
202,94,-0.46189094,-0.000561,0.0006149,-3.9821887,0.00023261,0.00173783
204,94,-0.46081606,-0.00060874,0.00054566,-3.98256826,0.00028701,0.00179946
206,94,-0.46455914,-0.00071168,0.0005496,-3.98324442,0.00028926,0.00185037
208,94,-0.46199262,-0.00031686,0.00047081,-3.98099971,0.00018056,0.00174272
210,94,-0.46951759,-0.00083387,0.00066357,-3.97674394,0.00072053,0.00180721
212,94,-0.46624696,-0.00006157,0.00064984,-3.97752881,0.00094855,0.00206172
214,94,-0.46770233,-0.00031412,0.00089907,-3.97489333,0.00130951,0.00218618
216,94,-0.46809217,0.00019169,0.00079421,-3.97362137,0.0011861,0.00240636
218,94,-0.46812901,-0.00028396,0.00059981,-3.97169399,0.0007228,0.00227237
220,94,-0.46668449,-0.00058681,0.00046313,-3.97259331,0.0006055,0.00226986
222,94,-0.46891677,0.00003266,0.00059545,-3.96872902,0.00051057,0.00232589
224,94,-0.46916479,-0.00051385,0.00064255,-3.96929669,0.0004498,0.00232744
226,94,-0.47139841,-0.00049853,0.00073101,-3.96916151,0.00058257,0.00212204
228,94,-0.46821022,-0.00011706,0.00051568,-3.96764708,0.00055214,0.00224018
30,96,-0.43093273,-0.00105834,0.00001554,-3.94575214,0.00026327,0.00256634
32,96,-0.43195823,-0.00073451,0.00005998,-3.94441485,0.000446,0.00282383
34,96,-0.4330357,-0.0008288,-0.00008654,-3.9456017,0.00000592,0.00261915
36,96,-0.43464416,-0.0008232,-0.00024963,-3.94482565,-0.00019827,0.00267577
38,96,-0.43459949,-0.00090659,-0.00010762,-3.94492602,-0.00030731,0.00279617
40,96,-0.4389866,-0.00058889,0.0001295,-3.94511271,-0.00062058,0.00288606
42,96,-0.44088745,-0.0006761,0.00009147,-3.94658923,-0.00056255,0.00305414
44,96,-0.44053578,-0.00030452,-0.00014338,-3.94817162,-0.00035099,0.00294864
46,96,-0.44000632,-0.00051576,-0.00028218,-3.94949627,-0.00039057,0.00293148
48,96,-0.44292513,-0.00035703,-0.00029224,-3.95027924,-0.00025413,0.00295293
50,96,-0.4418866,-0.00047004,-0.00024491,-3.95064664,-0.00059185,0.00297523
52,96,-0.44396579,-0.00036806,-0.00004705,-3.9517529,-0.00087536,0.00302362
54,96,-0.44323498,-0.00017798,-0.00010736,-3.95218492,-0.00075939,0.00304103
56,96,-0.44172487,-0.00023693,-0.00020516,-3.95510459,-0.0007453,0.00290322
58,96,-0.44230956,0.00010848,-0.00003802,-3.95425391,-0.00068322,0.00299358
60,96,-0.44153818,0.00060844,-0.00008472,-3.95618486,-0.00066742,0.00306189
62,96,-0.4398773,0.00039113,-0.00027724,-3.9580214,-0.00040261,0.00316238
64,96,-0.43925741,0.00125766,-0.0001915,-3.9588511,-0.00029173,0.00320172
66,96,-0.43968645,0.00103688,-0.00039084,-3.95856643,0.00008763,0.0033288
68,96,-0.43660688,0.00102258,-0.00022011,-3.95839691,-0.00019955,0.00333619
70,96,-0.43607235,0.00111365,-0.00046869,-3.95806456,-0.00019573,0.00314653
72,96,-0.4336215,0.00127745,-0.00044592,-3.95904136,-0.00010556,0.00301147
74,96,-0.43217999,0.00089383,-0.00057657,-3.9590714,-0.00033808,0.00301445
76,96,-0.4323082,0.00110424,-0.00012093,-3.96034503,-0.00017292,0.00296056
78,96,-0.43007061,0.00117266,-0.0003161,-3.9617939,-0.00026357,0.00305319
80,96,-0.42838255,0.00074005,-0.00012899,-3.96435022,-0.00046675,0.0031122
82,96,-0.43200624,-0.00010455,-0.00007675,-3.9646132,-0.00022789,0.00308359
84,96,-0.42741159,-0.00011694,-0.00043375,-3.96394873,-0.00035574,0.00312459
86,96,-0.42630947,-0.00003707,-0.00024548,-3.96412349,-0.00047089,0.00305188
88,96,-0.42768779,-0.00049514,-0.00039004,-3.96617365,-0.00032868,0.00303984
90,96,-0.42594975,-0.00017291,-0.00053608,-3.96760249,-0.00068546,0.00303459
92,96,-0.42442447,-0.0003528,-0.00040881,-3.96850753,-0.00082541,0.00300753
94,96,-0.42798793,-0.00049305,-0.00030999,-3.96876097,-0.00068135,0.0030756
96,96,-0.42826813,-0.00021732,-0.00039217,-3.9684217,-0.00060444,0.0030452
98,96,-0.42745045,-0.00014395,-0.00012486,-3.97035193,-0.00048691,0.00296819
100,96,-0.42712697,0.00005484,-0.00003548,-3.96996665,-0.00026025,0.00326693
102,96,-0.42963961,0.00009751,-0.00014137,-3.97174454,-0.00002511,0.00319195
104,96,-0.43092409,-0.00028569,-0.00008174,-3.97315669,-0.00016381,0.00348091
106,96,-0.43059719,-0.00035846,-0.00006437,-3.97470379,-0.00017511,0.00344956
108,96,-0.42975605,-0.00006413,-0.00015549,-3.97458506,0.00002207,0.00352383
110,96,-0.43120062,0.00012696,0.00003533,-3.97440004,-0.00013614,0.00362134
112,96,-0.43135369,0.00022566,-0.00009057,-3.97346234,0.00006593,0.00358474
114,96,-0.42786074,-0.00063145,-0.00014256,-3.97390485,-0.00037644,0.00336504
116,96,-0.43067959,-0.00019413,0.00010059,-3.97503853,-0.00020012,0.00359082
118,96,-0.43007591,-0.00041753,0.00005963,-3.9745934,0.00002988,0.00369084
120,96,-0.43466187,-0.00075215,0.0000092,-3.97502971,0.00003659,0.00339341
122,96,-0.43358192,-0.00036973,-0.00002305,-3.97558331,-0.00007375,0.00333607
124,96,-0.43441188,-0.0001111,0.00012424,-3.97406864,-0.000071,0.00325418
126,96,-0.43489999,-0.00066751,-0.00002481,-3.97533536,-0.0001821,0.00293982
128,96,-0.43556499,-0.00040132,0.00018039,-3.97701097,-0.0001478,0.00281358
130,96,-0.43649361,-0.00038022,0.00013721,-3.9772439,0.0001803,0.00258279
132,96,-0.43507731,-0.00025517,-0.0000221,-3.97664595,0.00029015,0.00248277
134,96,-0.43683109,-0.00011754,-0.00015098,-3.97965455,-0.00031402,0.00251293
136,96,-0.43687034,-0.00032634,-0.00007368,-3.97928882,-0.00040232,0.00273645
138,96,-0.43672112,-0.00030869,-0.00014687,-3.97914839,-0.00023359,0.00276732
140,96,-0.43645656,-0.00028056,-0.00010614,-3.97932053,-0.00042171,0.00253022
142,96,-0.43856901,-0.00013816,-0.00017074,-3.97917581,-0.00028428,0.00242007
144,96,-0.43968564,0.00005341,-0.00005276,-3.97976327,-0.00005056,0.00247717
146,96,-0.43872926,0.00031471,-0.00003775,-3.9784205,-0.00031031,0.00233722
148,96,-0.43826887,0.00017834,-0.00003666,-3.97803116,-0.00036478,0.00229049
150,96,-0.4384543,0.00042188,0.00002232,-3.9796145,-0.0003755,0.0021683
152,96,-0.43500471,0.0000335,-0.00002391,-3.98011041,-0.00033542,0.00224674
154,96,-0.43826964,-0.00019753,-0.00027657,-3.98095274,-0.00018586,0.00232828
156,96,-0.43918031,0.00001538,-0.00000247,-3.983217,-0.00028463,0.00238132
158,96,-0.44028372,-0.00035805,-0.0000275,-3.98396945,-0.00002902,0.0023706
160,96,-0.4387379,-0.00047427,0.00007255,-3.98285317,-0.00031388,0.00261295
162,96,-0.43983409,0.00012994,-0.00009009,-3.98229456,-0.00022768,0.00267255
164,96,-0.44009066,-0.0005933,-0.00027749,-3.98354459,-0.00013631,0.00238109
166,96,-0.44087061,-0.00043601,0.00000631,-3.98353839,0.00022441,0.00241506
168,96,-0.44299012,-0.00013453,0.00001991,-3.98143721,0.0000687,0.00269556
170,96,-0.44111541,-0.0004344,0.00010897,-3.9812057,0.00027215,0.0024538
172,96,-0.44203797,-0.00049073,0.00012326,-3.97966504,0.00005512,0.00250721
174,96,-0.44176641,-0.00026661,-0.00003408,-3.97910213,0.00035383,0.00239658
176,96,-0.44381928,-0.0005824,0.0000037,-3.98162818,0.00010649,0.00255251
178,96,-0.44398659,-0.0005284,0.0001153,-3.9812541,0.0003859,0.00264251
180,96,-0.44613245,-0.00037831,0.00021486,-3.97991657,0.00049564,0.00253582
182,96,-0.44804275,-0.00074512,-0.00025223,-3.97802496,0.00064851,0.00261354
184,96,-0.44928834,-0.00046211,0.00016692,-3.97974181,0.00056979,0.00255585
186,96,-0.45367154,-0.00039101,0.00038368,-3.97812343,0.00052119,0.00278556
188,96,-0.45342141,-0.00053579,0.00058003,-3.97876549,-0.00028176,0.00245094
190,96,-0.45391631,-0.00100976,0.00031409,-3.97776556,-0.00034915,0.00232637
192,96,-0.45558342,-0.00060385,0.00044267,-3.9773066,0.00007244,0.00233877
194,96,-0.45653492,-0.00094295,0.00073688,-3.97697639,-0.00006326,0.00223589
196,96,-0.45787981,-0.00062525,0.00078784,-3.97981501,-0.00021468,0.00226831
198,96,-0.45708799,-0.00074357,0.00102352,-3.97637081,-0.00013909,0.00264728
200,96,-0.45768058,-0.00081027,0.00076892,-3.97843719,-0.00023765,0.00212097
202,96,-0.46107742,-0.00057691,0.0006742,-3.97785497,0.00015037,0.00200689
204,96,-0.46016136,-0.00046092,0.00071105,-3.97757363,0.00015501,0.00204742
206,96,-0.46364939,-0.00058877,0.00083411,-3.97865605,0.00017369,0.00197029
208,96,-0.46075663,-0.00032258,0.00067728,-3.97700691,0.00018063,0.00182319
210,96,-0.46817496,-0.00072473,0.00088845,-3.97303152,0.0007347,0.00183201
212,96,-0.46551451,0.00008047,0.00072636,-3.9733367,0.00109902,0.00212979
214,96,-0.46630061,-0.00027168,0.00092457,-3.97129226,0.00145896,0.00225568
216,96,-0.46658978,0.00022495,0.00066575,-3.96977544,0.00149961,0.00237226
218,96,-0.46745566,-0.00024527,0.00044668,-3.96789432,0.00104768,0.00208259
220,96,-0.46629444,-0.00063533,0.00038204,-3.9687469,0.00090685,0.00215173
222,96,-0.46791437,0.00000656,0.00046709,-3.96452141,0.00077911,0.00221145
224,96,-0.46807101,-0.00043082,0.00027826,-3.96542668,0.00068602,0.00218558
226,96,-0.47026256,-0.00051534,0.00043135,-3.96539474,0.00077338,0.00184894
228,96,-0.46754697,-0.00011641,0.00022083,-3.96324611,0.0007297,0.00196338
30,98,-0.43064508,-0.00107652,0.00016513,-3.93899703,0.00025114,0.00279498
32,98,-0.43211541,-0.00076681,0.0001662,-3.93811989,0.00049088,0.00284815
34,98,-0.43364143,-0.00085777,-0.00000544,-3.94030237,0.00003438,0.00263202
36,98,-0.43553543,-0.00091165,-0.00020527,-3.93909168,-0.00038172,0.00282371
38,98,-0.43507969,-0.00110167,-0.00011743,-3.93942738,-0.00049914,0.00310743
40,98,-0.43903711,-0.00067478,0.00007146,-3.93907475,-0.00068058,0.00307405
42,98,-0.44069916,-0.0006991,-0.000059,-3.94092488,-0.00067035,0.00323737
44,98,-0.44054601,-0.0003677,-0.00025651,-3.94235516,-0.00037754,0.00305998
46,98,-0.44042596,-0.00053227,-0.00042194,-3.94392872,-0.00043355,0.00305009
48,98,-0.4433575,-0.00045103,-0.00049032,-3.94421244,-0.00028104,0.00301063
50,98,-0.44210806,-0.00037313,-0.00048114,-3.94464374,-0.00058956,0.00298297
52,98,-0.44436803,-0.00027794,-0.00033345,-3.94553685,-0.00076591,0.00289845
54,98,-0.44407421,-0.00015616,-0.00037177,-3.94567132,-0.00062297,0.0029037
56,98,-0.44263187,-0.00015086,-0.00041513,-3.94816661,-0.00069195,0.00266957
58,98,-0.44194433,0.00025547,-0.00021054,-3.94754839,-0.00048397,0.00305283
60,98,-0.44138652,0.00071836,-0.00027224,-3.94943452,-0.00043324,0.00310338
62,98,-0.44017705,0.00041676,-0.00042337,-3.95067382,-0.00015513,0.00317061
64,98,-0.43930796,0.00123978,-0.00035226,-3.95205593,-0.00014097,0.00318313
66,98,-0.43966469,0.00088429,-0.00055375,-3.95214224,0.00005454,0.00327718
68,98,-0.43640485,0.0008136,-0.00030449,-3.95154071,-0.00037708,0.00321877
70,98,-0.43645391,0.00089681,-0.0005001,-3.95119286,-0.00037214,0.00288391
72,98,-0.43399084,0.0011853,-0.00055186,-3.95331359,-0.00025684,0.00284922
74,98,-0.43239552,0.00085163,-0.00056806,-3.9534862,-0.00042974,0.00284171
76,98,-0.43259886,0.00099897,-0.00010663,-3.95472264,-0.00026013,0.00285721
78,98,-0.43063992,0.0011251,-0.00028644,-3.95555425,-0.00038867,0.00291348
80,98,-0.42899936,0.00063896,-0.00018239,-3.95782232,-0.00069521,0.00302339
82,98,-0.43135455,-0.00007236,-0.00018597,-3.95815134,-0.00035997,0.00296307
84,98,-0.4280242,-0.0000394,-0.00040594,-3.95789075,-0.00042995,0.00297081
86,98,-0.42642012,-0.00007707,-0.00025597,-3.95800042,-0.00054933,0.002846
88,98,-0.42778948,-0.00049609,-0.00043606,-3.9605031,-0.00043579,0.00287175
90,98,-0.42620212,-0.00013644,-0.0005221,-3.96195245,-0.00064769,0.00280595
92,98,-0.42549932,-0.00026083,-0.00038749,-3.96219206,-0.000613,0.00250578
94,98,-0.42869645,-0.00040299,-0.00036674,-3.96249127,-0.00047901,0.00250697
96,98,-0.428974,-0.00022644,-0.00045523,-3.96167564,-0.00045745,0.00243151
98,98,-0.42848918,-0.00039291,-0.0003456,-3.96269584,-0.00036537,0.0025599
100,98,-0.42778519,-0.00004786,-0.00015926,-3.96258521,-0.00029527,0.00261426
102,98,-0.43053222,-0.00000465,-0.0002421,-3.9646728,-0.00010587,0.00255978
104,98,-0.43148386,-0.00033307,-0.00001464,-3.96554828,-0.0003228,0.00281906
106,98,-0.43132657,-0.00045127,-0.0001781,-3.96700191,-0.00020795,0.00279307
108,98,-0.430536,-0.00010818,-0.00027289,-3.96737337,-0.00006088,0.00284493
110,98,-0.43166021,0.00007641,-0.00006585,-3.96739173,-0.0001623,0.00292528
112,98,-0.43179497,0.00013721,-0.00005908,-3.96710253,-0.00006723,0.00290823
114,98,-0.42899629,-0.00050265,-0.00014049,-3.96807647,-0.00048315,0.00271022
116,98,-0.4311018,-0.00008994,0.00003726,-3.96896052,-0.00036768,0.00289285
118,98,-0.43044776,-0.00029474,0.00000745,-3.96945095,-0.00004328,0.00296319
120,98,-0.43495992,-0.00066572,0.00003601,-3.96941042,-0.00020153,0.0028249
122,98,-0.43392101,-0.00019968,-0.00002636,-3.96956658,-0.00020978,0.00281143
124,98,-0.43415046,0.00003958,0.00005637,-3.9680953,-0.00012619,0.00270224
126,98,-0.43485013,-0.0004912,-0.00007279,-3.96957541,-0.00011683,0.0025897
128,98,-0.43529847,-0.00025576,0.00005618,-3.97123361,-0.00019528,0.00247157
130,98,-0.43539643,-0.000103,-0.00010199,-3.97133493,0.00013464,0.00237
132,98,-0.43585947,-0.0003525,0.00004642,-3.97075725,0.00019282,0.00235891
134,98,-0.43699306,-0.00016493,-0.00009552,-3.97343302,-0.0002883,0.00235081
136,98,-0.4363181,-0.00031626,-0.00014824,-3.97336912,-0.00037017,0.00262964
138,98,-0.436932,-0.00046062,-0.00007602,-3.97340202,-0.00023698,0.00276184
140,98,-0.43703064,-0.00033629,0.00000598,-3.97353172,-0.00037442,0.00253189
142,98,-0.43892032,-0.00026995,-0.00003076,-3.97399116,-0.0001811,0.00244391
144,98,-0.43943506,-0.00010347,0.00002424,-3.9740665,0.00006786,0.00249755
146,98,-0.43898985,0.00013387,-0.00005874,-3.97304702,-0.00025105,0.00236952
148,98,-0.43885672,0.0000869,0.00001404,-3.97270775,-0.00036939,0.00231504
150,98,-0.43840897,0.00043607,-0.00006228,-3.97432351,-0.00032895,0.00227714
152,98,-0.43601486,0.0000807,0.00004919,-3.97532415,-0.00033349,0.00241697
154,98,-0.43911669,-0.00026387,-0.00033043,-3.97536659,-0.0001896,0.0024761
156,98,-0.43984619,0.00001144,0.00009601,-3.97799778,-0.00032056,0.00255609
158,98,-0.44084045,-0.00018114,0.00012076,-3.97885299,-0.00005011,0.00268495
160,98,-0.4393568,-0.00043142,0.00030798,-3.97696209,-0.00028599,0.00293672
162,98,-0.44104415,0.0001297,0.00001245,-3.9763937,-0.0002241,0.00290251
164,98,-0.44137567,-0.00048977,-0.00006226,-3.97817612,0.0000044,0.00272179
166,98,-0.44111601,-0.00057894,0.00006323,-3.97810745,0.00021876,0.00251305
168,98,-0.44429281,0.00004876,0.00024779,-3.97564745,0.00000914,0.00256157
170,98,-0.44136134,-0.00041449,0.00011452,-3.97606564,0.00023943,0.0023973
172,98,-0.44226632,-0.00051177,0.00015668,-3.97428679,0.00008605,0.00255573
174,98,-0.44273832,-0.0004012,0.00004295,-3.97453403,0.00024471,0.00261629
176,98,-0.4438006,-0.00046986,-0.00003759,-3.97719407,-0.00005125,0.00280833
178,98,-0.44351417,-0.0004034,0.00014394,-3.97707748,0.00043333,0.00278914
180,98,-0.44494411,-0.00020438,0.00024859,-3.97515559,0.00044204,0.00271499
182,98,-0.44727507,-0.00049651,-0.00009721,-3.97337222,0.00051698,0.00268137
184,98,-0.44740531,-0.00035065,0.00015673,-3.97508144,0.00034628,0.00256741
186,98,-0.45125934,-0.00021803,0.00037974,-3.9733808,0.00044376,0.00275564
188,98,-0.45073706,-0.00031197,0.00049516,-3.97438836,-0.00037705,0.00239265
190,98,-0.45165867,-0.00077641,0.00018395,-3.97316694,-0.00044052,0.00229847
192,98,-0.45357388,-0.00037086,0.00022248,-3.97266912,-0.00002268,0.00229096
194,98,-0.45399016,-0.00074834,0.00050151,-3.97276068,-0.00001013,0.00217199
196,98,-0.45518428,-0.0006178,0.00063637,-3.97527146,-0.00013018,0.0023315
198,98,-0.45494199,-0.00072169,0.00066887,-3.97210789,-0.00008507,0.00266469
200,98,-0.45499882,-0.00103247,0.00048153,-3.97317171,-0.00016962,0.00255632
202,98,-0.45926872,-0.0008114,0.00038497,-3.97388959,0.00009159,0.0024544
204,98,-0.45841107,-0.00066823,0.0005316,-3.97339249,0.00005041,0.00251567
206,98,-0.46088699,-0.000866,0.00070316,-3.97479296,0.00007328,0.00230837
208,98,-0.45894504,-0.00032473,0.0006251,-3.97232056,0.00009319,0.00223148
210,98,-0.46542692,-0.00062525,0.00077795,-3.96916604,0.0004492,0.00205982
212,98,-0.4631224,0.00036728,0.00052747,-3.96918535,0.00095683,0.00216508
214,98,-0.4634192,-0.00023746,0.00081608,-3.96762514,0.00135625,0.0025233
216,98,-0.46331429,0.00015724,0.00058307,-3.96604228,0.00147829,0.00255096
218,98,-0.46505812,-0.00032485,0.00045181,-3.96490502,0.00107546,0.00230408
220,98,-0.46567112,-0.00059092,0.00050378,-3.96445179,0.00083899,0.00243437
222,98,-0.46640933,0.00005162,0.00047664,-3.96070647,0.00073889,0.00255311
224,98,-0.46656865,-0.0004068,0.00024554,-3.96214747,0.00074712,0.00250852
226,98,-0.46895984,-0.00045747,0.00039243,-3.96161509,0.00079871,0.0023334
228,98,-0.46605599,-0.00013071,0.00021946,-3.95915651,0.00085225,0.00236368
30,100,-0.43129757,-0.00103033,0.00018604,-3.93287063,0.00027496,0.00288343
32,100,-0.43225774,-0.00082183,0.000184,-3.93194771,0.00042452,0.00279737
34,100,-0.43394887,-0.00069118,-0.00005799,-3.93470335,-0.00010677,0.00262153
36,100,-0.43609014,-0.00075477,-0.00004055,-3.93349457,-0.00048444,0.00264466
38,100,-0.43535191,-0.00107849,-0.00011615,-3.93378592,-0.00063052,0.00291812
40,100,-0.43886012,-0.00057465,0.00009519,-3.93344593,-0.00077362,0.00276327
42,100,-0.44082731,-0.00066149,-0.00000338,-3.9349215,-0.00078434,0.00283861
44,100,-0.44050249,-0.00035149,-0.00019855,-3.93697381,-0.00058584,0.0026921
46,100,-0.44019976,-0.00054377,-0.0002082,-3.93890667,-0.00058107,0.00266767
48,100,-0.44343877,-0.00047421,-0.00029636,-3.93889594,-0.00036774,0.00260699
50,100,-0.44289279,-0.00040883,-0.00018229,-3.93952131,-0.00064181,0.00262225
52,100,-0.44417518,-0.00028127,-0.00011568,-3.940485,-0.00086515,0.00255883
54,100,-0.44392961,-0.00018728,-0.00024156,-3.94088554,-0.00073152,0.00250447
56,100,-0.44306216,-0.00024277,-0.00022026,-3.94522381,-0.00074517,0.00255859
58,100,-0.44188249,0.00023329,-0.00004353,-3.94392228,-0.00044655,0.00285244
60,100,-0.44260901,0.00059783,0.00004267,-3.94489074,-0.00032211,0.00274634
62,100,-0.44097608,0.00030684,-0.00026453,-3.94638038,-0.00004919,0.00287092
64,100,-0.43980291,0.00107431,-0.0001701,-3.94721317,-0.00002978,0.00293076
66,100,-0.4406696,0.00074208,-0.00033162,-3.94710183,0.00016329,0.00302398
68,100,-0.43733007,0.00083673,-0.00005798,-3.94688392,-0.0002513,0.00303781
70,100,-0.4377192,0.00094175,-0.0002989,-3.94640803,-0.00038488,0.00291562
72,100,-0.43481979,0.00126708,-0.00042962,-3.94832158,-0.00028831,0.00292933
74,100,-0.43339449,0.0009563,-0.00040323,-3.94860506,-0.00042231,0.00292802
76,100,-0.433254,0.0010103,-0.00000153,-3.94934225,-0.00027325,0.00296676
78,100,-0.43149757,0.00122654,-0.00008636,-3.94967914,-0.00039469,0.00308001
80,100,-0.42993221,0.00069976,-0.00010456,-3.95240998,-0.00052162,0.00320804
