x,y,u,ux,uy,v,vx,vy
30,30,-0.41521394,-0.00016886,0.00020004,-4.13914776,-0.00065022,0.00256395
32,30,-0.41526294,-0.00016755,0.0000174,-4.14048004,-0.00087438,0.00252748
34,30,-0.41732633,-0.0008651,-0.00005567,-4.14183903,-0.00074693,0.00254345
36,30,-0.41657761,0.00014162,0.00018542,-4.14201021,-0.00089181,0.0025773
38,30,-0.41610798,-0.00033796,0.00012985,-4.14340401,-0.00029163,0.00257063
40,30,-0.41986266,-0.00068754,0.00027073,-4.14532709,-0.00020748,0.0026356
42,30,-0.421334,-0.0000875,0.00003612,-4.1471715,0.00009589,0.00272274
44,30,-0.42125395,-0.00014597,0.00007995,-4.14732885,0.00008242,0.00269401
46,30,-0.42005566,0.00005305,-0.00005067,-4.14658022,-0.00001115,0.00262988
48,30,-0.42078593,-0.00004548,-0.00029495,-4.14607716,-0.00010819,0.00255823
50,30,-0.41851273,-0.00036466,-0.00030905,-4.14922237,0.00001492,0.00243795
52,30,-0.42161101,0.00009191,-0.0002535,-4.14998674,-0.00011483,0.00244963
54,30,-0.42217177,0.00016701,-0.00028017,-4.14971828,-0.00035334,0.0022794
56,30,-0.42163247,0.00000477,-0.0003047,-4.14922142,-0.00048307,0.0022136
58,30,-0.42061651,-0.00048435,-0.00051962,-4.15146112,-0.00088989,0.00218952
60,30,-0.42170477,-0.00032312,-0.00039435,-4.15311241,-0.00080013,0.00205624
62,30,-0.42119429,-0.00027353,-0.00042698,-4.15312052,-0.00078275,0.0020988
64,30,-0.42183289,0.00012696,-0.00055751,-4.15437555,-0.00083977,0.0020498
66,30,-0.42237923,-0.00014156,-0.00046851,-4.15457439,-0.00065087,0.00206923
68,30,-0.42140177,-0.00020689,-0.00070512,-4.156003,-0.00062359,0.00217915
70,30,-0.42335078,0.00008905,-0.00050174,-4.15852404,-0.00064977,0.0024159
72,30,-0.42281902,-0.00004774,-0.000312,-4.15918493,-0.00035271,0.00248253
74,30,-0.42454377,-0.00059122,-0.00067652,-4.1586957,-0.00016176,0.00246072
76,30,-0.42324105,-0.00024408,-0.00068129,-4.15843725,-0.00029488,0.00244319
78,30,-0.42405322,-0.00036746,-0.00054729,-4.16085243,-0.0001188,0.0024066
80,30,-0.42469984,-0.00038344,-0.00028206,-4.16180897,-0.00001348,0.0024817
82,30,-0.42254859,-0.00026572,-0.00016024,-4.16203165,-0.00018271,0.00263774
84,30,-0.42608064,-0.00001669,-0.00019605,-4.16301012,-0.00029547,0.00299001
86,30,-0.42644227,-0.00013179,-0.0001945,-4.16289997,-0.00019897,0.00286055
88,30,-0.42665046,-0.00030863,-0.0002415,-4.16430521,-0.00018552,0.00290346
90,30,-0.42829838,-0.00048608,-0.00024582,-4.16390562,-0.00021482,0.00274026
92,30,-0.42879102,-0.00030845,-0.00023374,-4.16318178,-0.00032371,0.00292587
94,30,-0.42923063,-0.00042623,-0.00007781,-4.16207552,-0.00004431,0.0030539
96,30,-0.43062097,-0.00055069,-0.00015376,-4.16149664,0.00008598,0.00303769
98,30,-0.4315764,-0.00064003,-0.00013564,-4.1621933,0.00008521,0.00287533
100,30,-0.43235782,-0.00071627,0.00009335,-4.16269445,0.00003038,0.0028336
102,30,-0.43250483,-0.00044596,0.00001377,-4.1624918,0.00022448,0.0027318
104,30,-0.43521228,-0.00031435,-0.00000806,-4.16217041,0.0002177,0.0027082
106,30,-0.43319517,-0.00041837,-0.00006226,-4.16122007,0.00014699,0.00280154
108,30,-0.43426654,-0.00057948,0.00002083,-4.1636095,0.00030242,0.00259721
110,30,-0.43575412,-0.00061864,0.00012534,-4.16330242,0.00020555,0.00282919
112,30,-0.43740395,-0.00030947,0.0002394,-4.162889,0.00015074,0.00269651
114,30,-0.43806225,-0.00035542,0.00016877,-4.16355944,-0.00001665,0.00278234
116,30,-0.43927851,-0.00016534,0.00024178,-4.16146326,-0.00012787,0.00257516
118,30,-0.43816876,-0.00026172,0.00016256,-4.16157103,-0.00008403,0.00245106
120,30,-0.43989831,-0.00007141,0.00025119,-4.16276598,-0.0000359,0.002491
122,30,-0.44100133,-0.00085849,0.00077804,-4.16030931,-0.00023621,0.00238323
124,30,-0.44434041,-0.00030833,0.00040181,-4.16193295,-0.00046044,0.00237978
126,30,-0.44335762,-0.00027645,0.00043665,-4.16181326,-0.00031352,0.00250673
128,30,-0.44234583,-0.00040704,0.00048488,-4.16198254,0.00000043,0.00246894
130,30,-0.44331643,-0.00015897,0.00074018,-4.16327333,0.00013975,0.00239801
132,30,-0.44473922,-0.00086653,0.00026506,-4.16341972,-0.0002046,0.00238049
134,30,-0.4444558,-0.00034034,0.00047312,-4.16318274,-0.00007353,0.00246477
136,30,-0.44500187,-0.00033039,0.00062816,-4.16308165,-0.00002821,0.00228274
138,30,-0.44804543,-0.00013125,0.000516,-4.16488647,0.00033959,0.00209773
140,30,-0.44817328,-0.00023288,0.00078794,-4.16267967,0.00004469,0.00204158
142,30,-0.44638616,0.00000298,0.00043411,-4.16311264,0.00024581,0.00205493
144,30,-0.44500074,0.0000025,0.00058186,-4.16328001,0.0001455,0.00187266
146,30,-0.44576922,0.00018954,0.00048983,-4.16260147,0.00001871,0.00199842
148,30,-0.44754654,-0.00008988,0.00015657,-4.16387415,-0.00008464,0.00205564
150,30,-0.45098531,-0.00011623,0.00002313,-4.16360188,-0.00008866,0.00215709
152,30,-0.45001075,-0.00011981,-0.00004667,-4.16427231,-0.00018731,0.00231171
154,30,-0.45064408,-0.00047225,-0.00009074,-4.16461945,-0.0003127,0.0024035
156,30,-0.44997874,-0.0004617,-0.00017803,-4.16200399,0.0001151,0.00254679
158,30,-0.45181492,-0.00070256,0.00006665,-4.16102219,0.00034163,0.00273919
160,30,-0.45074841,-0.00044721,-0.00007299,-4.16191244,0.00044326,0.00269282
162,30,-0.45274523,-0.00036156,0.00001319,-4.16121769,0.00057367,0.00262678
164,30,-0.4561533,-0.00086325,-0.00005769,-4.16029406,0.00050412,0.00260472
166,30,-0.45412233,-0.00111455,-0.00019978,-4.15839195,0.00068809,0.00257003
168,30,-0.45686251,-0.00069642,-0.00026591,-4.15692759,0.00109469,0.00259292
170,30,-0.45685831,-0.00044829,-0.00011373,-4.15682411,0.00065711,0.00253797
172,30,-0.45886937,-0.00054759,-0.0000518,-4.15512323,0.00071085,0.00257099
174,30,-0.45738727,-0.0003472,-0.00029168,-4.15388393,0.00076249,0.00267506
176,30,-0.46021017,-0.00035375,-0.00019906,-4.15407944,0.00064277,0.00292194
178,30,-0.4606896,0.0000416,-0.00028686,-4.1543684,0.00047324,0.0030359
180,30,-0.46078977,0.00002182,-0.00021786,-4.15291166,0.0001615,0.003088
182,30,-0.46096119,0.00022793,-0.00021624,-4.15116215,0.00008026,0.00303602
184,30,-0.46108469,-0.00015348,0.00002603,-4.15243483,-0.00008649,0.0029583
186,30,-0.46148938,-0.00005865,-0.00008244,-4.15182638,-0.0005982,0.00286162
188,30,-0.46198803,-0.0002414,-0.00013924,-4.15204239,-0.00062311,0.00280035
190,30,-0.46164289,-0.00066507,-0.00032175,-4.15444469,-0.00022757,0.00282156
192,30,-0.46481532,-0.00026643,-0.00014854,-4.15446234,-0.00057305,0.00247347
194,30,-0.46544102,-0.00035399,-0.00031586,-4.15255642,-0.00048922,0.00253677
196,30,-0.46534407,-0.00033754,-0.00039488,-4.15389109,-0.00042509,0.00256097
198,30,-0.4659183,-0.00033253,-0.00024704,-4.15545607,-0.00067702,0.00259292
200,30,-0.46473214,-0.0004251,-0.00010067,-4.15758896,-0.00065327,0.00249267
202,30,-0.46559754,-0.00026929,-0.00040288,-4.15987873,-0.0004338,0.00280142
204,30,-0.46872655,-0.00071597,-0.0000024,-4.16016865,-0.00042787,0.00284994
206,30,-0.4686861,-0.00063032,-0.00013175,-4.16150093,-0.00056975,0.00285363
208,30,-0.46919167,-0.00009578,-0.00036668,-4.16254997,-0.00041568,0.00280011
210,30,-0.46747991,-0.00027335,-0.00044892,-4.16306829,-0.00033194,0.00282145
212,30,-0.47186741,-0.00024712,-0.00082657,-4.16337109,-0.0004849,0.00273931
214,30,-0.4702237,0.00003505,-0.0004545,-4.16382456,-0.00030603,0.00285709
216,30,-0.47340339,-0.00056267,-0.00051237,-4.16572618,-0.00029745,0.00284505
218,30,-0.4718616,-0.00022328,-0.00061436,-4.16612291,-0.00059772,0.00276792
220,30,-0.47362649,-0.00025398,-0.00058942,-4.16471624,-0.0004497,0.0028429
222,30,-0.47314104,0.00021744,-0.00036139,-4.16620827,-0.00051681,0.00288451
224,30,-0.4716329,-0.00040346,-0.00068465,-4.16789246,-0.00059624,0.00290585
226,30,-0.47062147,-0.00008714,-0.00033401,-4.16949654,-0.00020202,0.00326371
228,30,-0.47104996,0.00025904,-0.00039744,-4.1706543,-0.00006938,0.00316858
30,32,-0.41631582,-0.00028747,-0.00001843,-4.13392115,-0.00063871,0.00224328
32,32,-0.4166759,-0.00030893,-0.00028015,-4.1353159,-0.00088699,0.00215483
34,32,-0.4186838,-0.00087911,-0.00031222,-4.13640881,-0.0006992,0.00223422
36,32,-0.41730478,0.00008976,-0.00014893,-4.13647079,-0.00082499,0.0023303
38,32,-0.4173488,-0.00044739,-0.00033512,-4.13774967,-0.00021791,0.00233066
40,32,-0.42085129,-0.00068796,0.00001169,-4.13935804,-0.00007964,0.00233352
42,32,-0.4223876,-0.00018895,-0.00014872,-4.14140415,0.00008869,0.00242114
44,32,-0.42298734,-0.0003081,-0.00014174,-4.14198494,0.00011623,0.00237691
46,32,-0.42217976,-0.00000829,-0.00027415,-4.1409483,0.00000424,0.0023433
48,32,-0.42314363,-0.00013304,-0.00049918,-4.14018154,-0.00002732,0.00241625
50,32,-0.42123604,-0.00035518,-0.00055597,-4.14368725,0.00005176,0.00227678
52,32,-0.4235602,0.00006616,-0.00035588,-4.14430046,-0.0000682,0.0022999
54,32,-0.42437321,0.00025439,-0.00028815,-4.14385986,-0.00030964,0.00225961
56,32,-0.42356786,0.0000751,-0.00040147,-4.14332771,-0.00058268,0.00221908
58,32,-0.42276272,-0.00027013,-0.00060546,-4.14601469,-0.00102089,0.00224912
60,32,-0.42351732,-0.00017589,-0.00052161,-4.14758968,-0.0008754,0.00214422
62,32,-0.42230624,-0.0000838,-0.00053781,-4.14742136,-0.00079272,0.00225377
64,32,-0.42273343,0.00032139,-0.0006658,-4.14902353,-0.00086785,0.00215518
66,32,-0.42339069,0.00000262,-0.00055411,-4.14937353,-0.00071967,0.00217247
68,32,-0.42262325,-0.0000658,-0.00068736,-4.15116405,-0.00061611,0.00228488
70,32,-0.42362136,0.00022209,-0.0003017,-4.15329266,-0.00055607,0.00252247
72,32,-0.42286596,0.0000031,-0.00015069,-4.1545558,-0.00027111,0.0026747
74,32,-0.42553866,-0.00041062,-0.00038936,-4.15328074,-0.00014604,0.00258517
76,32,-0.42383635,-0.00023073,-0.00043992,-4.15341663,-0.00028905,0.00260711
78,32,-0.42459509,-0.00045598,-0.00030841,-4.15627432,-0.00013013,0.00274694
80,32,-0.42564502,-0.00055635,-0.00036986,-4.15709734,-0.00001588,0.00278318
82,32,-0.42271617,-0.00049996,-0.00006877,-4.15767241,-0.00020667,0.00279355
84,32,-0.42623237,-0.00020057,-0.00026878,-4.15801907,-0.00028451,0.00299799
86,32,-0.42700091,-0.00030351,-0.00019939,-4.15747166,-0.00000312,0.0028646
88,32,-0.42748666,-0.00043559,-0.00027631,-4.15875149,0.00002266,0.00288117
90,32,-0.42926055,-0.00063163,-0.00027623,-4.15828609,-0.00020102,0.0025202
92,32,-0.42977548,-0.00035417,-0.00025001,-4.15715647,-0.00034452,0.00271165
94,32,-0.43061593,-0.00038826,-0.00020233,-4.15636063,-0.0000687,0.00278997
96,32,-0.43210614,-0.00048727,-0.00032423,-4.15588236,0.00008732,0.00278246
98,32,-0.4330858,-0.00058478,-0.00029788,-4.1567359,0.00006487,0.00268245
100,32,-0.43378001,-0.00071043,0.00001821,-4.15666819,-0.00004425,0.00266683
102,32,-0.4342297,-0.00028414,-0.00007979,-4.15683746,0.00013573,0.00249791
104,32,-0.43672913,-0.00016689,-0.00021243,-4.15773201,0.00022355,0.00257659
106,32,-0.43453842,-0.00015229,-0.00025728,-4.15760088,0.00004802,0.00245583
108,32,-0.43520322,-0.00034606,-0.00018008,-4.1600275,0.00025708,0.00232959
110,32,-0.43626368,-0.00048494,-0.00015722,-4.15913868,0.00008764,0.00249493
112,32,-0.43762469,-0.00025719,0.00001352,-4.15892076,0.00006715,0.00238967
114,32,-0.43784267,-0.00033343,0.00009133,-4.15921021,-0.00008593,0.00248182
116,32,-0.43904585,-0.00018805,0.00023594,-4.15707779,-0.00027114,0.00234079
118,32,-0.43856892,-0.00025511,0.00017505,-4.15777493,-0.00014391,0.00229168
120,32,-0.44004437,-0.00007391,0.00024529,-4.15937567,-0.00000003,0.00231218
122,32,-0.4396354,-0.00076151,0.00069537,-4.15739727,-0.00035677,0.00241578
124,32,-0.44327965,-0.00027001,0.00035061,-4.1589179,-0.00060159,0.00242376
126,32,-0.44295272,-0.0002054,0.00042687,-4.15851784,-0.00030629,0.00256014
128,32,-0.44215015,-0.00032657,0.00053891,-4.15805101,0.00009465,0.00259233
130,32,-0.44223717,-0.00013894,0.00082749,-4.15892076,0.00032565,0.00244689
132,32,-0.44415095,-0.00090683,0.0002063,-4.15915203,0.00002498,0.00252688
134,32,-0.44366238,-0.00034046,0.00051794,-4.15880489,0.00013026,0.00265813
136,32,-0.44415671,-0.00040853,0.00060153,-4.15873241,0.00012682,0.00246227
138,32,-0.44792438,-0.00018913,0.00055922,-4.16050863,0.00031097,0.00245106
140,32,-0.44796851,-0.00023645,0.00065324,-4.15879107,-0.00010549,0.00249505
142,32,-0.44646361,-0.00001711,0.00024967,-4.15927696,0.00017081,0.00247121
144,32,-0.44510984,-0.00000477,0.00035777,-4.15930653,0.00003519,0.00236356
146,32,-0.44599259,0.00018704,0.00031235,-4.15860462,-0.00008479,0.00243449
148,32,-0.44768652,-0.00015491,-0.00005837,-4.16023397,-0.00014455,0.00251079
150,32,-0.4508886,-0.00019425,-0.00011591,-4.15997982,-0.00004944,0.00260949
152,32,-0.44990835,-0.00018263,-0.00022554,-4.1601491,-0.00019389,0.00272799
154,32,-0.45002702,-0.00050718,-0.000113,-4.16030216,-0.00033564,0.00280499
156,32,-0.45002452,-0.0003742,-0.00021951,-4.15736389,0.00006772,0.00285745
158,32,-0.45122412,-0.00042373,-0.00013358,-4.15647984,0.00029054,0.00301659
160,32,-0.4504137,-0.00026321,-0.00010908,-4.15741777,0.00043976,0.00298166
162,32,-0.45211047,-0.00015706,-0.00010144,-4.1569953,0.00064374,0.00283062
164,32,-0.45525804,-0.00069618,-0.00008528,-4.15643835,0.00063163,0.00275826
166,32,-0.45334098,-0.00098968,-0.00027186,-4.15494967,0.00075747,0.00268793
168,32,-0.45586315,-0.00060004,-0.00029683,-4.15396738,0.00096764,0.00274873
170,32,-0.45552644,-0.00041586,-0.00026841,-4.15381908,0.00047513,0.00269139
172,32,-0.45722526,-0.00055325,-0.00014066,-4.1524992,0.00045472,0.00266469
174,32,-0.45659667,-0.00051624,-0.00023603,-4.15072441,0.00054825,0.00263691
176,32,-0.45944822,-0.0004577,-0.00010636,-4.15098953,0.00050308,0.0029223
178,32,-0.46037614,-0.00011563,-0.00011114,-4.1511631,0.00030684,0.0029664
180,32,-0.46114734,-0.00014096,-0.00013717,-4.14972353,0.00001684,0.00293314
182,32,-0.46128705,-0.00007218,0.00001414,-4.1479907,0.00001265,0.00291908
184,32,-0.4613927,-0.0004583,0.00024542,-4.14898825,-0.00016773,0.00290835
186,32,-0.46255803,-0.0003798,0.00026695,-4.14868355,-0.00061621,0.00287926
188,32,-0.46290857,-0.00052756,0.00004426,-4.14899921,-0.00056504,0.00268924
190,32,-0.46365887,-0.00064677,-0.00000712,-4.151577,-0.00018573,0.00270069
192,32,-0.4669452,-0.00041252,0.00017511,-4.15152836,-0.00040694,0.00258565
194,32,-0.46751222,-0.00041556,-0.00003247,-4.14969683,-0.00022587,0.00264919
196,32,-0.46752599,-0.00030708,-0.00010191,-4.15103626,-0.00021803,0.00255692
198,32,-0.46748212,-0.00027245,0.00000694,-4.15222263,-0.00041627,0.00264728
200,32,-0.46669793,-0.00035131,0.00023167,-4.15436411,-0.00036562,0.00267398
202,32,-0.46774426,-0.00019896,-0.00009423,-4.15575504,-0.00036437,0.00278687
204,32,-0.46985784,-0.00059205,0.00025079,-4.15545273,-0.00046809,0.00288785
206,32,-0.46995634,-0.0004608,0.00002469,-4.15673637,-0.00052463,0.0028857
208,32,-0.47013807,0.00000858,-0.00017447,-4.15789652,-0.0003665,0.00284827
210,32,-0.46870831,-0.00010324,-0.00037067,-4.15826082,-0.00031694,0.00290155
212,32,-0.47290251,-0.00003552,-0.00068308,-4.15849924,-0.00059693,0.00288713
214,32,-0.47013411,0.00010216,-0.00031601,-4.15952921,-0.00035047,0.00299144
216,32,-0.47390464,-0.00039124,-0.00045892,-4.16105509,-0.00030865,0.00306427
218,32,-0.47185531,-0.00016528,-0.00069488,-4.16166115,-0.0005635,0.00302458
220,32,-0.4741286,-0.0002324,-0.00065504,-4.15973091,-0.00042272,0.00300002
222,32,-0.4737944,0.00018179,-0.00026906,-4.16096115,-0.00054079,0.00303257
224,32,-0.47194299,-0.00029778,-0.00051149,-4.16250658,-0.00041407,0.00314617
226,32,-0.47017497,-0.00012261,-0.00035566,-4.16354084,0.00004449,0.00319874
228,32,-0.47058016,0.00013542,-0.00031935,-4.16440058,0.00004169,0.00324178
30,34,-0.41682574,-0.00033665,-0.00013126,-4.12883902,-0.00067747,0.00232947
32,34,-0.41729411,-0.00036001,-0.00035837,-4.12960243,-0.00088607,0.00231659
34,34,-0.41903386,-0.00081831,-0.00032216,-4.13104868,-0.00064853,0.00230944
36,34,-0.41717172,0.00005162,-0.0003083,-4.13112688,-0.00078754,0.00238395
38,34,-0.41755942,-0.00049752,-0.00048874,-4.1323638,-0.00037089,0.00239944
40,34,-0.42052528,-0.00063163,-0.00005638,-4.13422632,-0.0001717,0.00254238
42,34,-0.42298469,-0.00015825,-0.00020084,-4.13660431,0.00001226,0.00265384
44,34,-0.42357573,-0.00025624,-0.00021431,-4.13740349,0.00010832,0.00260675
46,34,-0.42216462,-0.00001413,-0.00034598,-4.13665056,-0.00005382,0.00247848
48,34,-0.42370385,-0.00013334,-0.00047618,-4.13587666,-0.00018897,0.00259924
50,34,-0.42141986,-0.00039852,-0.00057404,-4.13935947,-0.00005885,0.00247681
52,34,-0.4238016,0.00001001,-0.0003794,-4.13975954,-0.0001019,0.00252414
54,34,-0.42443356,0.00015533,-0.00029707,-4.13864803,-0.00038916,0.00249052
56,34,-0.42445454,0.00007045,-0.00036269,-4.13893747,-0.00056638,0.00249612
58,34,-0.42410862,-0.0002569,-0.00056979,-4.14163589,-0.00098929,0.0024848
60,34,-0.42405084,-0.00029892,-0.00045847,-4.14330626,-0.00096989,0.00231636
62,34,-0.42280841,-0.00016832,-0.00042376,-4.14318323,-0.00085677,0.00242007
64,34,-0.42353112,0.00026417,-0.00056052,-4.14524746,-0.00095931,0.00223255
66,34,-0.42442283,-0.00006807,-0.00054479,-4.14551783,-0.00075589,0.00230706
68,34,-0.42361483,-0.00013185,-0.00068754,-4.14739895,-0.00060052,0.00243497
70,34,-0.42489898,0.00009549,-0.00030239,-4.14917421,-0.00052295,0.00267088
72,34,-0.42323914,0.00000799,-0.00008716,-4.14913845,-0.00021771,0.0028559
74,34,-0.42655477,-0.00017697,-0.00034374,-4.14854908,-0.00008667,0.00275636
76,34,-0.42487541,-0.00021648,-0.00037836,-4.14863443,-0.00025897,0.00278783
78,34,-0.42540711,-0.00033939,-0.00032476,-4.15095234,-0.00000342,0.00286615
80,34,-0.42733502,-0.00052863,-0.00046112,-4.15175343,0.00013546,0.00301504
82,34,-0.42355654,-0.00048494,-0.00016737,-4.15191555,-0.00017064,0.00289798
84,34,-0.42734337,-0.00020343,-0.00032212,-4.15256929,-0.00025746,0.003003
86,34,-0.42844951,-0.00037581,-0.00021983,-4.15281773,-0.00002763,0.00284183
88,34,-0.42811438,-0.0003736,-0.00017252,-4.15364122,0.00010554,0.00294518
90,34,-0.42968708,-0.00061321,-0.00017402,-4.15400171,-0.00016882,0.00267041
92,34,-0.43013716,-0.00029105,-0.00008481,-4.15227938,-0.00039315,0.00280309
94,34,-0.43105265,-0.00032443,-0.00002068,-4.15111256,-0.00013109,0.00285447
96,34,-0.4323248,-0.00043547,-0.00011346,-4.15038157,0.00001184,0.00288296
98,34,-0.43318948,-0.00053918,-0.00006649,-4.15107918,-0.00000247,0.00279176
100,34,-0.43371701,-0.00061607,0.0001619,-4.15164852,-0.0002016,0.00282061
102,34,-0.43351081,-0.00024849,0.00015989,-4.15242147,-0.00008538,0.00267112
104,34,-0.43712941,-0.00008237,-0.00003789,-4.15424395,0.00011445,0.0026089
106,34,-0.4352043,-0.00001663,-0.00007482,-4.15398741,0.00008623,0.0023793
108,34,-0.4355509,-0.00022447,-0.00002073,-4.15649652,0.0003179,0.00229263
110,34,-0.43648469,-0.0003832,-0.0000697,-4.15493536,0.00015931,0.00238323
112,34,-0.43749535,-0.00025493,0.000047,-4.15480423,0.00016484,0.00226915
114,34,-0.43765372,-0.00037229,0.00019344,-4.1552968,0.00001151,0.00233924
116,34,-0.43813252,-0.00017279,0.0003627,-4.15327787,-0.00013896,0.00220728
118,34,-0.43734244,-0.00024885,0.00030896,-4.15370846,-0.00011754,0.00213957
120,34,-0.43787086,-0.00003994,0.00046387,-4.15572166,-0.00001097,0.00213921
122,34,-0.43793678,-0.00062829,0.00061639,-4.15320063,-0.00030825,0.00203252
124,34,-0.4420391,-0.00016403,0.00036388,-4.15434504,-0.0005236,0.00204206
126,34,-0.44172922,-0.0001691,0.00043288,-4.15356159,-0.00020503,0.00212109
128,34,-0.44068295,-0.00024325,0.00052346,-4.15294743,0.00020993,0.00214028
130,34,-0.44066417,-0.00014502,0.00068276,-4.15431023,0.00046372,0.00203586
132,34,-0.44326305,-0.00080961,0.00017899,-4.1538763,0.00020058,0.00211596
134,34,-0.44228825,-0.00025243,0.00049146,-4.15267992,0.00019877,0.00210047
136,34,-0.44248495,-0.00046891,0.00052157,-4.15315723,0.00017281,0.00196528
138,34,-0.44641307,-0.00021678,0.0005477,-4.15451479,0.00042439,0.00209844
140,34,-0.44629061,-0.00037634,0.00071776,-4.15234423,0.00007446,0.00220239
142,34,-0.44540688,-0.00010031,0.00023706,-4.15359068,0.00025499,0.00223076
144,34,-0.44428161,-0.00018901,0.00023882,-4.15405083,0.00011579,0.00207007
146,34,-0.44490167,-0.00002038,0.00031575,-4.1530323,0.00001421,0.00213838
148,34,-0.44661617,-0.00038099,0.00006171,-4.1541996,-0.0000202,0.00223172
150,34,-0.45034736,-0.0003686,-0.00004627,-4.15328264,0.00005857,0.00229371
152,34,-0.45031887,-0.00025821,-0.00020164,-4.1529665,-0.0002143,0.00258374
154,34,-0.45124421,-0.00066888,-0.00022842,-4.15316248,-0.00035296,0.00262976
156,34,-0.45148611,-0.00051957,-0.00032763,-4.15052271,0.00009212,0.00270486
158,34,-0.4524951,-0.0005461,-0.00027196,-4.14924479,0.00036447,0.00280559
160,34,-0.45228601,-0.00037956,-0.00024601,-4.15025187,0.00050018,0.00285017
162,34,-0.45321757,-0.00021458,-0.00018491,-4.15008831,0.00066081,0.00275111
164,34,-0.45634007,-0.00068605,-0.00009851,-4.14966154,0.00061359,0.00264049
166,34,-0.45419583,-0.0009914,-0.00028206,-4.14762306,0.00073731,0.00271249
168,34,-0.45679596,-0.00047618,-0.00028477,-4.14646721,0.00091017,0.00264657
170,34,-0.45621213,-0.00028938,-0.00031409,-4.14647293,0.0004651,0.00256193
172,34,-0.45782384,-0.00040716,-0.00013441,-4.14558029,0.0003756,0.00256515
174,34,-0.45750263,-0.00034481,-0.00035745,-4.14401054,0.00044825,0.00251281
176,34,-0.46021172,-0.0002231,-0.00008131,-4.14408016,0.00038908,0.00271392
178,34,-0.46021503,0.00000429,-0.00010123,-4.14419889,0.00021714,0.00283372
180,34,-0.46114776,0.00004709,-0.00023135,-4.14276409,-0.00005299,0.00282133
182,34,-0.46107423,0.00010109,-0.00011437,-4.1420145,-0.00006255,0.00290787
184,34,-0.46084082,-0.00024325,0.00001197,-4.14226627,-0.00010054,0.00281346
186,34,-0.46076012,-0.00034869,0.00025819,-4.14161873,-0.00056322,0.00293922
188,34,-0.46153492,-0.00059819,-0.00002063,-4.14292336,-0.00058826,0.00275266
190,34,-0.46292996,-0.00071597,-0.0000724,-4.14518166,-0.00018181,0.00279486
192,34,-0.46526378,-0.00061733,0.00011632,-4.14551735,-0.0004473,0.00271356
194,34,-0.46616885,-0.00056171,-0.0001721,-4.1439724,-0.00023878,0.00265586
196,34,-0.46673277,-0.0003503,-0.00022515,-4.14483547,-0.00029233,0.00260246
198,34,-0.46634862,-0.00035369,-0.000281,-4.14588833,-0.00033202,0.00254047
200,34,-0.46620148,-0.00048536,-0.00005482,-4.14822292,-0.00027514,0.00263822
202,34,-0.46749535,-0.00028688,-0.00034984,-4.14960527,-0.00031116,0.00276804
204,34,-0.46944761,-0.00060338,-0.00000643,-4.14928722,-0.00038916,0.00284493
206,34,-0.47020677,-0.00058573,-0.00022228,-4.15009022,-0.00051193,0.00293267
208,34,-0.47026125,-0.00005603,-0.00029001,-4.15083933,-0.00045685,0.00283504
210,34,-0.46920964,-0.00026327,-0.000531,-4.15158272,-0.00032124,0.00293899
212,34,-0.47348848,-0.00014502,-0.00059366,-4.15232372,-0.00050109,0.0027653
214,34,-0.47113469,-0.00003803,-0.00027332,-4.15319109,-0.00034849,0.00282526
216,34,-0.47498316,-0.00041056,-0.00039989,-4.15408182,-0.00028583,0.00287402
218,34,-0.47309282,-0.00024116,-0.00053377,-4.15518188,-0.0004337,0.00298655
220,34,-0.47552198,-0.00026572,-0.00041643,-4.15309954,-0.00030486,0.00293303
222,34,-0.47419274,0.00011659,-0.00014513,-4.15437078,-0.00043118,0.00305486
224,34,-0.47288829,-0.00027215,-0.00037977,-4.15530348,-0.00034028,0.00313759
226,34,-0.47115871,-0.00001013,-0.00025939,-4.15539646,0.00006786,0.0031141
228,34,-0.47199771,0.00010645,-0.00019446,-4.15740061,-0.00011233,0.00329828
30,36,-0.41659498,-0.00023198,-0.00006645,-4.12238693,-0.00048367,0.00267148
32,36,-0.4173871,-0.0002721,-0.00028593,-4.1233058,-0.00072861,0.00270009
34,36,-0.41945714,-0.00073665,-0.00021341,-4.12420797,-0.00058493,0.00260508
36,36,-0.41713151,0.00015676,-0.00031039,-4.12422132,-0.00072491,0.00266242
38,36,-0.41781443,-0.0004285,-0.00041686,-4.12573385,-0.00033267,0.00271189
40,36,-0.41996279,-0.00053269,-0.00005656,-4.12740612,-0.00013619,0.00282359
42,36,-0.42347381,-0.00015199,-0.00019054,-4.12950516,0.00002132,0.00281405
44,36,-0.4235242,-0.00027221,-0.00035182,-4.129673,0.00007085,0.00263882
46,36,-0.42225486,-0.00015253,-0.00039546,-4.12951946,-0.00024808,0.00240028
48,36,-0.42376116,-0.00027347,-0.00038809,-4.12892389,-0.00032761,0.00251091
50,36,-0.42190585,-0.00057793,-0.00059709,-4.13284397,-0.00023396,0.00246394
52,36,-0.42412066,-0.00031531,-0.00045638,-4.1331892,-0.00031873,0.00251257
54,36,-0.42480281,-0.00010681,-0.00035167,-4.13326025,-0.00047789,0.00243914
56,36,-0.42503843,-0.00020295,-0.00043533,-4.13329554,-0.00058378,0.00241482
58,36,-0.42567477,-0.00035298,-0.0004965,-4.13639879,-0.0010356,0.00236571
60,36,-0.42543066,-0.00055462,-0.00058541,-4.13822651,-0.00089484,0.00227249
